	('cellCount 0',)	('percentApoptoticCells 1',)
('1288 969', 'recordedWell: G06', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	165.0	6.060606
('1289 970', 'recordedWell: G06', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	141.0	7.092198
('1290 971', 'recordedWell: G06', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	133.0	37.593987
('1291 972', 'recordedWell: G07', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	380.0	0.0
('1292 973', 'recordedWell: G07', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	726.0	1.101928
('1293 974', 'recordedWell: G07', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	1005.0	17.114428
('1294 975', 'recordedWell: G08', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	344.0	1.453488
('1295 976', 'recordedWell: G08', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	114.0	9.649123
('1296 977', 'recordedWell: G08', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 3.703706667')	137.0	21.89781
('1297 978', 'recordedWell: G09', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	362.0	0.552486
('1298 979', 'recordedWell: G09', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	730.0	0.273973
('1299 980', 'recordedWell: G09', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.005083333')	860.0	2.906977
('1300 981', 'recordedWell: G10', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	348.0	0.574713
('1301 982', 'recordedWell: G10', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	678.0	0.737463
('1302 983', 'recordedWell: G10', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	1066.0	35.928707
('1303 984', 'recordedWell: G11', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	287.0	0.696864
('1304 985', 'recordedWell: G11', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	693.0	0.2886
('1305 986', 'recordedWell: G11', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	1074.0	2.886406
('1306 987', 'recordedWell: G12', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	193.0	0.518135
('1307 988', 'recordedWell: G12', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	603.0	0.829187
('1308 989', 'recordedWell: G12', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.005083333')	984.0	20.528456
('1309 990', 'recordedWell: G13', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	139.0	7.194244
('1310 991', 'recordedWell: G13', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	111.0	67.567566
('1311 992', 'recordedWell: G13', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	192.0	55.729168
('1312 993', 'recordedWell: G14', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	324.0	0.308642
('1313 994', 'recordedWell: G14', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	799.0	0.250313
('1314 995', 'recordedWell: G14', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	979.0	9.295199
('1315 996', 'recordedWell: G15', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	178.0	9.550562
('1316 997', 'recordedWell: G15', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	136.0	90.441177
('1317 998', 'recordedWell: G15', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 1.23457')	237.0	51.054852
('1318 999', 'recordedWell: G16', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	115.0	0.0
('1319 1000', 'recordedWell: G16', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	264.0	12.878788
('1320 1001', 'recordedWell: G16', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	192.0	90.104164
('1321 1002', 'recordedWell: G17', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	243.0	0.0
('1322 1003', 'recordedWell: G17', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	596.0	0.503356
('1323 1004', 'recordedWell: G17', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	964.0	5.394191
('1324 1005', 'recordedWell: G18', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	162.0	0.617284
('1325 1006', 'recordedWell: G18', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	180.0	6.111111
('1326 1007', 'recordedWell: G18', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 3.703706667')	215.0	83.720932
('1327 1008', 'recordedWell: G19', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	289.0	0.0
('1328 1009', 'recordedWell: G19', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	544.0	0.367647
('1329 1010', 'recordedWell: G19', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.001696667')	1020.0	3.823529
('1330 1011', 'recordedWell: G20', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	182.0	0.0
('1331 1012', 'recordedWell: G20', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	746.0	0.402145
('1332 1013', 'recordedWell: G20', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	911.0	3.841932
('1333 1014', 'recordedWell: G21', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	353.0	0.0
('1334 1015', 'recordedWell: G21', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	661.0	0.605144
('1335 1016', 'recordedWell: G21', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	956.0	7.426778
('1336 1017', 'recordedWell: G22', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	321.0	0.311526
('1337 1018', 'recordedWell: G22', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	690.0	0.289855
('1338 1019', 'recordedWell: G22', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.015243333')	1030.0	7.76699
('1339 1020', 'recordedWell: H03', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	339.0	0.0
('1340 1021', 'recordedWell: H03', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	633.0	0.473934
('1341 1022', 'recordedWell: H03', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	1217.0	10.353328
('1342 1023', 'recordedWell: H04', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	418.0	0.478469
('1343 1024', 'recordedWell: H04', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	542.0	0.738007
('1344 1025', 'recordedWell: H04', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	979.0	13.585291
('1345 1026', 'recordedWell: H05', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	379.0	0.0
('1346 1027', 'recordedWell: H05', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	732.0	0.546448
('1347 1028', 'recordedWell: H05', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 3.703706667')	1020.0	22.058823
('1348 1029', 'recordedWell: H06', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	374.0	0.0
('1349 1030', 'recordedWell: H06', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	351.0	0.2849
('1350 1031', 'recordedWell: H06', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	687.0	4.657933
('1351 1032', 'recordedWell: H07', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	312.0	0.0
('1352 1033', 'recordedWell: H07', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	527.0	0.379507
('1353 1034', 'recordedWell: H07', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	981.0	9.174312
('1354 1035', 'recordedWell: H08', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	313.0	0.0
('1355 1036', 'recordedWell: H08', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	442.0	0.452489
('1356 1037', 'recordedWell: H08', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 3.703706667')	478.0	7.112971
('1357 1038', 'recordedWell: H09', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	427.0	0.0
('1358 1039', 'recordedWell: H09', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	696.0	0.287356
('1359 1040', 'recordedWell: H09', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.005083333')	927.0	3.344121
('1360 1041', 'recordedWell: H10', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	391.0	0.255754
('1361 1042', 'recordedWell: H10', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	616.0	0.0
('1362 1043', 'recordedWell: H10', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	984.0	11.585366
('1363 1044', 'recordedWell: H11', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	340.0	0.294118
('1364 1045', 'recordedWell: H11', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	792.0	0.378788
('1365 1046', 'recordedWell: H11', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	941.0	7.863975
('1366 1047', 'recordedWell: H12', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	258.0	0.387597
('1367 1048', 'recordedWell: H12', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	783.0	1.149425
('1368 1049', 'recordedWell: H12', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.005083333')	1073.0	5.219012
('1369 1050', 'recordedWell: H13', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	128.0	0.78125
('1370 1051', 'recordedWell: H13', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	186.0	0.0
('1371 1052', 'recordedWell: H13', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	214.0	19.158878
('1372 1053', 'recordedWell: H14', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	273.0	1.465201
('1373 1054', 'recordedWell: H14', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	543.0	0.552486
('1374 1055', 'recordedWell: H14', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	1040.0	1.826923
('1375 1056', 'recordedWell: H15', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	150.0	0.666667
('1376 1057', 'recordedWell: H15', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	180.0	5.0
('1377 1058', 'recordedWell: H15', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 1.23457')	307.0	32.247559
('1378 1059', 'recordedWell: H16', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	126.0	8.730159
('1379 1060', 'recordedWell: H16', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	203.0	52.709358
('1380 1061', 'recordedWell: H16', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	218.0	46.78899
('1381 1062', 'recordedWell: H17', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	364.0	0.0
('1382 1063', 'recordedWell: H17', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	701.0	0.0
('1383 1064', 'recordedWell: H17', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	973.0	2.466598
('1384 1065', 'recordedWell: H18', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	158.0	3.797468
('1385 1066', 'recordedWell: H18', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	145.0	60.689655
('1386 1067', 'recordedWell: H18', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	182.0	34.065933
('1387 1068', 'recordedWell: H19', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	451.0	0.0
('1388 1069', 'recordedWell: H19', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	586.0	0.341297
('1389 1070', 'recordedWell: H19', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	809.0	11.001236
('1390 1071', 'recordedWell: H20', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	139.0	10.791367
('1391 1072', 'recordedWell: H20', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	220.0	41.81818
('1392 1073', 'recordedWell: H20', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	307.0	70.684036
('1393 1074', 'recordedWell: H21', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	370.0	0.27027
('1394 1075', 'recordedWell: H21', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	623.0	0.481541
('1395 1076', 'recordedWell: H21', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	916.0	3.930131
('1396 1077', 'recordedWell: H22', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	194.0	3.608248
('1397 1078', 'recordedWell: H22', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	147.0	38.095238
('1398 1079', 'recordedWell: H22', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	293.0	69.624573
('1399 1080', 'recordedWell: I03', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	441.0	0.453515
('1400 1081', 'recordedWell: I03', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	663.0	1.055807
('1401 1082', 'recordedWell: I03', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	998.0	18.837675
('1402 1083', 'recordedWell: I04', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	246.0	0.0
('1403 1084', 'recordedWell: I04', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	540.0	0.740741
('1404 1085', 'recordedWell: I04', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	949.0	3.266596
('1405 1086', 'recordedWell: I05', 'day_timepoint: 1', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	214.0	0.0
('1406 1087', 'recordedWell: I05', 'day_timepoint: 2', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	449.0	1.113586
('1407 1088', 'recordedWell: I05', 'day_timepoint: 3', 'cell_clName: IA-LM', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	993.0	21.651562
