	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('Crizotinib 2634', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Crizotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A20')	1401.0	2233.0	3978.0	0.56126	0.36266
('Crizotinib 2635', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Crizotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A20')	1401.0	2548.0	4213.0	0.60475	0.45707
('Crizotinib 2636', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Crizotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A20')	1401.0	2513.0	4545.0	0.5528	0.41054
('Crizotinib 2637', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Crizotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: A19')	1401.0	1018.0	3978.0	0.25587	-0.19136
('Crizotinib 2638', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Crizotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: A19')	1401.0	1214.0	4213.0	0.28814	-0.086486
('Crizotinib 2639', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Crizotinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: A19')	1401.0	1487.0	4545.0	0.32711	0.035488
('BMS345541 2640', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D06')	1401.0	4458.0	4139.0	1.0771	1.0973
('BMS345541 2641', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D06')	1401.0	4361.0	4095.0	1.0649	1.0829
('BMS345541 2642', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D06')	1401.0	4190.0	4272.0	0.98072	0.97594
('BMS345541 2643', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D05')	1401.0	3996.0	4139.0	0.96545	0.95549
('BMS345541 2644', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D05')	1401.0	4041.0	4095.0	0.98673	0.9828
('BMS345541 2645', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D05')	1401.0	4423.0	4272.0	1.0353	1.0436
('BMS345541 2646', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D04')	1401.0	3595.0	4139.0	0.86857	0.82751
('BMS345541 2647', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D04')	1401.0	3561.0	4095.0	0.86952	0.82717
('BMS345541 2648', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D04')	1401.0	3936.0	4272.0	0.92127	0.90057
('BMS345541 2649', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D03')	1401.0	3140.0	4139.0	0.75864	0.67587
('BMS345541 2650', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D03')	1401.0	3023.0	4095.0	0.73815	0.64361
('BMS345541 2651', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D03')	1401.0	3337.0	4272.0	0.78107	0.71512
('BMS345541 2652', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D02')	1401.0	2092.0	4139.0	0.50544	0.29226
('BMS345541 2653', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D02')	1401.0	2038.0	4095.0	0.49764	0.27382
('BMS345541 2654', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D02')	1401.0	2485.0	4272.0	0.58165	0.42783
('BMS345541 2655', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D01')	1401.0	694.0	4139.0	0.16767	-0.3623
('BMS345541 2656', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D01')	1401.0	771.0	4095.0	0.18826	-0.32044
('BMS345541 2657', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: BMS345541', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D01')	1401.0	835.0	4272.0	0.19544	-0.27535
('KIN001-043 2658', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C12')	1401.0	4364.0	4139.0	1.0544	1.0689
('KIN001-043 2659', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C12')	1401.0	4211.0	4095.0	1.0282	1.0363
('KIN001-043 2660', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C12')	1401.0	3947.0	4272.0	0.92385	0.90387
('KIN001-043 2661', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C11')	1401.0	3756.0	4139.0	0.90747	0.87948
('KIN001-043 2662', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C11')	1401.0	3964.0	4095.0	0.96793	0.95829
('KIN001-043 2663', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C11')	1401.0	4059.0	4272.0	0.95006	0.93729
('KIN001-043 2664', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C10')	1401.0	3313.0	4139.0	0.80043	0.7344
('KIN001-043 2665', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C10')	1401.0	3295.0	4095.0	0.80457	0.73774
('KIN001-043 2666', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C10')	1401.0	3325.0	4272.0	0.77826	0.71129
('KIN001-043 2667', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C09')	1401.0	3755.0	4139.0	0.90722	0.87916
('KIN001-043 2668', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C09')	1401.0	3063.0	4095.0	0.74792	0.65763
('KIN001-043 2669', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C09')	1401.0	3087.0	4272.0	0.72255	0.63404
('KIN001-043 2670', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C08')	1401.0	3505.0	4139.0	0.84682	0.79809
('KIN001-043 2671', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C08')	1401.0	3713.0	4095.0	0.90664	0.87722
('KIN001-043 2672', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C08')	1401.0	3097.0	4272.0	0.72489	0.63733
('KIN001-043 2673', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: C07')	1401.0	2496.0	4139.0	0.60304	0.44688
('KIN001-043 2674', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: C07')	1401.0	2307.0	4095.0	0.56332	0.38011
('KIN001-043 2675', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: KIN001-043', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: C07')	1401.0	2285.0	4272.0	0.53483	0.35524
('Saracatinib 2676', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D12')	1401.0	4287.0	4139.0	1.0358	1.0455
('Saracatinib 2677', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D12')	1401.0	4360.0	4095.0	1.0646	1.0826
('Saracatinib 2678', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D12')	1401.0	4528.0	4272.0	1.0598	1.0736
('Saracatinib 2679', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D11')	1401.0	4333.0	4139.0	1.0469	1.0595
('Saracatinib 2680', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D11')	1401.0	4418.0	4095.0	1.0788	1.1005
('Saracatinib 2681', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D11')	1401.0	4809.0	4272.0	1.1256	1.1527
('Saracatinib 2682', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D10')	1401.0	4236.0	4139.0	1.0234	1.0299
('Saracatinib 2683', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D10')	1401.0	4021.0	4095.0	0.98184	0.97645
('Saracatinib 2684', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D10')	1401.0	3951.0	4272.0	0.92478	0.90507
('Saracatinib 2685', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D09')	1401.0	4059.0	4139.0	0.98067	0.97517
('Saracatinib 2686', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D09')	1401.0	4147.0	4095.0	1.0126	1.0163
('Saracatinib 2687', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D09')	1401.0	4338.0	4272.0	1.0154	1.0191
('Saracatinib 2688', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D08')	1401.0	3487.0	4139.0	0.84247	0.79217
('Saracatinib 2689', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D08')	1401.0	3693.0	4095.0	0.90175	0.87067
('Saracatinib 2690', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D08')	1401.0	3673.0	4272.0	0.85971	0.82056
('Saracatinib 2691', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: D07')	1401.0	2276.0	4139.0	0.54989	0.36391
('Saracatinib 2692', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: D07')	1401.0	2088.0	4095.0	0.50985	0.29394
('Saracatinib 2693', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Saracatinib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: D07')	1401.0	1938.0	4272.0	0.45361	0.22329
('Sigma A6730 2694', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B24')	1401.0	3435.0	3978.0	0.86338	0.81403
('Sigma A6730 2695', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B24')	1401.0	3640.0	4213.0	0.86393	0.82402
('Sigma A6730 2696', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B24')	1401.0	4023.0	4545.0	0.88497	0.86109
('Sigma A6730 2697', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B23')	1401.0	3430.0	3978.0	0.86212	0.81228
('Sigma A6730 2698', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B23')	1401.0	3587.0	4213.0	0.85135	0.80725
('Sigma A6730 2699', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B23')	1401.0	3891.0	4545.0	0.85593	0.82487
('Sigma A6730 2700', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B22')	1401.0	3313.0	3978.0	0.83271	0.77097
('Sigma A6730 2701', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B22')	1401.0	3478.0	4213.0	0.82548	0.77247
('Sigma A6730 2702', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B22')	1401.0	3886.0	4545.0	0.85483	0.82349
('Sigma A6730 2703', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B21')	1401.0	3136.0	3978.0	0.78822	0.70754
('Sigma A6730 2704', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B21')	1401.0	3300.0	4213.0	0.78324	0.71479
('Sigma A6730 2705', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B21')	1401.0	3292.0	4545.0	0.72416	0.65373
('Sigma A6730 2706', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B20')	1401.0	2820.0	3978.0	0.7088	0.5912
('Sigma A6730 2707', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B20')	1401.0	3080.0	4213.0	0.73102	0.64188
('Sigma A6730 2708', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B20')	1401.0	3263.0	4545.0	0.71779	0.64513
('Sigma A6730 2709', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: B19')	1401.0	2069.0	3978.0	0.52004	0.29533
('Sigma A6730 2710', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: B19')	1401.0	2246.0	4213.0	0.53308	0.34579
('Sigma A6730 2711', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Sigma A6730', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: B19')	1401.0	2464.0	4545.0	0.54202	0.39427
('WH-4-025 2712', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O12')	1401.0	4832.0	3978.0	1.2145	1.2756
('WH-4-025 2713', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O12')	1401.0	4741.0	4213.0	1.1253	1.1543
('WH-4-025 2714', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O12')	1401.0	4639.0	4545.0	1.0205	1.024
('WH-4-025 2715', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O11')	1401.0	4625.0	3978.0	1.1625	1.2104
('WH-4-025 2716', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O11')	1401.0	4302.0	4213.0	1.0211	1.0264
('WH-4-025 2717', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O11')	1401.0	4418.0	4545.0	0.97186	0.96665
('WH-4-025 2718', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O10')	1401.0	4931.0	3978.0	1.2394	1.3065
('WH-4-025 2719', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O10')	1401.0	969.0	4213.0	0.22999	-0.20738
('WH-4-025 2720', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O10')	1401.0	4248.0	4545.0	0.93446	0.92171
('WH-4-025 2721', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O09')	1401.0	4965.0	3978.0	1.2479	1.317
('WH-4-025 2722', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O09')	1401.0	4163.0	4213.0	0.98806	0.98493
('WH-4-025 2723', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O09')	1401.0	4090.0	4545.0	0.89971	0.87928
('WH-4-025 2724', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O08')	1401.0	4738.0	3978.0	1.1909	1.2461
('WH-4-025 2725', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O08')	1401.0	3765.0	4213.0	0.8936	0.86322
('WH-4-025 2726', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O08')	1401.0	3617.0	4545.0	0.79566	0.74803
('WH-4-025 2727', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WH-4-025', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O07')	1401.0	1316.0	3978.0	0.33077	-0.040967
