	('cellCount 0',)	('percentApoptoticCells 1',)	('percentDeadCells 2',)
('4306 867', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	124.0	24.205935	33.445538
('4307 868', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	94.0	4.48442	9.078816
('4308 869', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L17', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	193.0	11.464955	15.24446
('4309 870', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	89.0	20.301521	25.431093
('4310 871', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	152.0	20.992777	30.987173
('4311 872', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	119.0	3.035992	6.444827
('4312 873', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L19', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	184.0	10.905649	15.530806
('4313 874', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L20', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	103.0	5.313795	6.358892
('4314 875', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L20', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	140.0	16.060648	20.898886
('4315 876', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	113.0	4.868649	12.523966
('4316 877', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	156.0	15.109199	18.701029
('4317 878', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L22', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 1.0')	107.0	4.651907	8.668302
('4318 879', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: L22', 'controlType: ', 'assayCompoundConcentration: 0.000566667', 'day: 2.0')	168.0	11.8702	17.199594
('4319 880', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	109.0	6.338276	7.480258
('4320 881', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	213.0	7.975497	11.628702
('4321 882', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	151.0	3.388879	6.446082
('4322 883', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	215.0	7.038034	10.245756
('4323 884', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	120.0	7.265298	10.023131
('4324 885', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	220.0	6.67951	10.886509
('4325 886', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	95.0	10.715092	14.362791
('4326 887', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	138.0	16.244137	20.560221
('4327 888', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	115.0	3.256035	6.980752
('4328 889', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	181.0	10.308906	14.64756
('4329 890', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	75.0	8.694358	14.787785
('4330 891', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	130.0	12.780505	15.561041
('4331 892', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	147.0	3.235653	9.355575
('4332 893', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	193.0	8.926907	13.895856
('4333 894', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	116.0	3.578168	5.909959
('4334 895', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	214.0	8.818381	15.172587
('4335 896', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	112.0	2.747947	6.879449
('4336 897', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	196.0	11.275013	16.193283
('4337 898', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	112.0	5.533965	7.822765
('4338 899', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	205.0	10.832554	12.577746
('4339 900', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	120.0	5.134938	9.024201
('4340 901', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	194.0	11.626085	17.072855
('4341 902', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	106.0	4.18541	8.430449
('4342 903', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	188.0	10.538975	13.788946
('4343 904', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	103.0	9.935552	7.72967
('4344 905', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	180.0	16.835865	19.741129
('4345 906', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	85.0	4.633319	6.879842
('4346 907', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	147.0	25.79944	28.973816
('4347 908', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 1.0')	111.0	6.448209	8.525037
('4348 909', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	197.0	11.3848	12.723151
('4349 910', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	110.0	8.985478	13.920014
('4350 911', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	171.0	21.595758	24.293127
('4351 912', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 1.0')	111.0	1.033485	5.780311
('4352 913', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	217.0	11.55377	17.255091
('4353 914', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	99.0	3.731477	7.120489
('4354 915', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	214.0	10.80238	14.573134
('4355 916', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	131.0	5.471479	8.964648
('4356 917', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	209.0	9.382998	12.529331
('4357 918', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	103.0	5.121592	6.6765
('4358 919', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: M22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	207.0	13.186482	17.436066
('4359 920', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	127.0	6.888459	11.748371
('4360 921', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N03', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	210.0	7.811605	9.931692
('4361 922', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	112.0	6.161929	10.027605
('4362 923', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	206.0	7.196143	12.896017
('4363 924', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	128.0	4.332717	6.984502
('4364 925', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N05', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	203.0	10.743144	13.955757
('4365 926', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	98.0	5.99684	12.670006
('4366 927', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N06', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	191.0	12.341652	14.329719
('4367 928', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	119.0	3.820502	6.823657
('4368 929', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	210.0	8.583694	13.508318
('4369 930', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	115.0	4.414653	6.885805
('4370 931', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	183.0	10.534317	13.55133
('4371 932', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	105.0	4.088862	5.0271
('4372 933', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	171.0	11.827896	15.600221
('4373 934', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	96.0	4.564471	6.835542
('4374 935', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	211.0	8.831358	15.01335
('4375 936', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	115.0	4.264976	7.138669
('4376 937', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	240.0	9.98811	14.295912
('4377 938', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	130.0	3.429919	5.187768
('4378 939', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	203.0	8.811992	14.099871
('4379 940', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	107.0	5.09717	8.11683
('4380 941', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	176.0	13.089182	16.382963
('4381 942', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	117.0	3.937485	5.694199
('4382 943', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	198.0	14.121407	16.647987
('4383 944', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	106.0	5.072035	8.064303
('4384 945', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	204.0	13.268579	17.308367
('4385 946', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: N16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	80.0	16.90971	20.455271
