	('totalNumberofCells(Nuclei) 0',)	('numberofApoptoticCells 1',)	('relativeViability 2',)	('meanRelativeViability 3',)	('apoptosisFraction 4',)	('meanApoptosisFraction 5',)
('AZ-628 730', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 3')	1466.0	303.0	0.42244	0.3922	0.20668	0.22521
('AZ-628 731', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 4')	1577.0	397.0	0.42861	0.3922	0.25174	0.22521
('AZ-628 732', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 1')	3877.0	483.0	1.1337	0.90156	0.12458	0.13633
('AZ-628 733', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 2')	4117.0	637.0	1.1624	0.90156	0.15472	0.13633
('AZ-628 734', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 3')	2248.0	277.0	0.65839	0.90156	0.12322	0.13633
('AZ-628 735', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 4')	2276.0	325.0	0.6517	0.90156	0.14279	0.13633
('AZ-628 736', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 1')	1851.0	478.0	0.31371	0.31862	0.25824	0.29564
('AZ-628 737', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 2')	1905.0	482.0	0.32513	0.31862	0.25302	0.29564
('AZ-628 738', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 3')	2066.0	706.0	0.31074	0.31862	0.34172	0.29564
('AZ-628 739', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 4')	2121.0	699.0	0.3249	0.31862	0.32956	0.29564
('AZ-628 740', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 1')	1309.0	471.0	0.30439	0.30702	0.35982	0.38136
('AZ-628 741', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 2')	1251.0	520.0	0.26552	0.30702	0.41567	0.38136
('AZ-628 742', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 3')	1455.0	538.0	0.33308	0.30702	0.36976	0.38136
('AZ-628 743', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 4')	1444.0	549.0	0.32509	0.30702	0.38019	0.38136
('AZ-628 744', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 1')	3543.0	579.0	0.99008	0.81563	0.16342	0.1711
('AZ-628 745', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 2')	3832.0	663.0	1.0586	0.81563	0.17302	0.1711
('AZ-628 746', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 3')	2251.0	403.0	0.6173	0.81563	0.17903	0.1711
('AZ-628 747', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 4')	2149.0	363.0	0.59659	0.81563	0.16892	0.1711
('AZ-628 748', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 1')	1936.0	901.0	0.23648	0.24825	0.46539	0.43553
('AZ-628 749', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 2')	1804.0	828.0	0.223	0.24825	0.45898	0.43553
('AZ-628 750', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 3')	1954.0	775.0	0.26938	0.24825	0.39662	0.43553
('AZ-628 751', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 4')	1997.0	841.0	0.26413	0.24825	0.42113	0.43553
('AZ-628 752', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 1')	1255.0	678.0	0.20958	0.21304	0.54024	0.53422
('AZ-628 753', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 2')	1302.0	717.0	0.21249	0.21304	0.55069	0.53422
('AZ-628 754', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 3')	1241.0	657.0	0.21213	0.21304	0.52941	0.53422
('AZ-628 755', 'smCenterCompoundID: 10050.0', 'smLincsID: LSM-1050', 'smName: AZ-628', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 4')	1241.0	641.0	0.21794	0.21304	0.51652	0.53422
('Selumetinib 756', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 1')	3795.0	209.0	1.1979	0.84411	0.055072	0.05009
('Selumetinib 757', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 2')	3790.0	188.0	1.2032	0.84411	0.049604	0.05009
('Selumetinib 758', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 3')	1482.0	67.0	0.47266	0.84411	0.045209	0.05009
('Selumetinib 759', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 24', 'replicate: 4')	1585.0	80.0	0.50272	0.84411	0.050473	0.05009
('Selumetinib 760', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 1')	4621.0	227.0	1.004	0.98324	0.049124	0.049559
('Selumetinib 761', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 2')	4385.0	199.0	0.95643	0.98324	0.045382	0.049559
('Selumetinib 762', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 3')	4578.0	248.0	0.98933	0.98324	0.054172	0.049559
('Selumetinib 763', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 48', 'replicate: 4')						
('Selumetinib 764', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 1')	2909.0	249.0	0.9662	0.97419	0.085596	0.095841
('Selumetinib 765', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 2')	3191.0	347.0	1.033	0.97419	0.10874	0.095841
('Selumetinib 766', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 3')	2790.0	254.0	0.92116	0.97419	0.091039	0.095841
('Selumetinib 767', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.00316', 'timePoint: 72', 'replicate: 4')	2980.0	292.0	0.97637	0.97419	0.097987	0.095841
('Selumetinib 768', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 1')	4107.0	175.0	1.3134	1.09	0.04261	0.044133
('Selumetinib 769', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 2')	4142.0	196.0	1.3181	1.09	0.04732	0.044133
('Selumetinib 770', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 3')	2632.0	117.0	0.8401	1.09	0.044453	0.044133
('Selumetinib 771', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 24', 'replicate: 4')	2776.0	117.0	0.8882	1.09	0.042147	0.044133
('Selumetinib 772', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 1')	4712.0	253.0	1.0188	1.053	0.053693	0.048957
('Selumetinib 773', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 2')	4869.0	226.0	1.0609	1.053	0.046416	0.048957
('Selumetinib 774', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 3')	4978.0	267.0	1.0764	1.053	0.053636	0.048957
('Selumetinib 775', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 48', 'replicate: 4')	4824.0	203.0	1.0558	1.053	0.042081	0.048957
('Selumetinib 776', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 1')	2967.0	226.0	0.99562	1.0453	0.076171	0.07527
('Selumetinib 777', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 2')	3111.0	263.0	1.0345	1.0453	0.084539	0.07527
('Selumetinib 778', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 3')	2804.0	190.0	0.94949	1.0453	0.06776	0.07527
('Selumetinib 779', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.01', 'timePoint: 72', 'replicate: 4')	3567.0	259.0	1.2016	1.0453	0.07261	0.07527
('Selumetinib 780', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 1')	4920.0	215.0	1.5716	1.2379	0.043699	0.043289
('Selumetinib 781', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 2')	4825.0	206.0	1.5429	1.2379	0.042694	0.043289
('Selumetinib 782', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 3')	2812.0	131.0	0.89555	1.2379	0.046586	0.043289
('Selumetinib 783', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 24', 'replicate: 4')	2937.0	118.0	0.94165	1.2379	0.040177	0.043289
('Selumetinib 784', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 1')	4684.0	203.0	1.0238	1.0642	0.043339	0.047277
('Selumetinib 785', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 2')	4836.0	235.0	1.0513	1.0642	0.048594	0.047277
('Selumetinib 786', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 3')	4893.0	268.0	1.0567	1.0642	0.054772	0.047277
('Selumetinib 787', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 48', 'replicate: 4')	5141.0	218.0	1.1248	1.0642	0.042404	0.047277
('Selumetinib 788', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 1')	2089.0	141.0	0.70758	0.84324	0.067496	0.067779
('Selumetinib 789', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 2')	2609.0	166.0	0.88738	0.84324	0.063626	0.067779
('Selumetinib 790', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 3')	2153.0	160.0	0.72392	0.84324	0.074315	0.067779
('Selumetinib 791', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.0316', 'timePoint: 72', 'replicate: 4')	3106.0	204.0	1.0541	0.84324	0.065679	0.067779
('Selumetinib 792', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 1')	4139.0	216.0	1.3104	1.1195	0.052187	0.047445
('Selumetinib 793', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 2')	4510.0	209.0	1.4367	1.1195	0.046341	0.047445
('Selumetinib 794', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 3')	2663.0	115.0	0.85112	1.1195	0.043184	0.047445
('Selumetinib 795', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 24', 'replicate: 4')	2767.0	133.0	0.87985	1.1195	0.048066	0.047445
('Selumetinib 796', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 1')	3129.0	244.0	0.65918	0.70219	0.07798	0.064893
('Selumetinib 797', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 2')	2998.0	160.0	0.64844	0.70219	0.053369	0.064893
('Selumetinib 798', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 3')	3495.0	231.0	0.74577	0.70219	0.066094	0.064893
('Selumetinib 799', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 48', 'replicate: 4')	3525.0	219.0	0.75537	0.70219	0.062128	0.064893
('Selumetinib 800', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 1')	1509.0	112.0	0.50743	0.54485	0.074221	0.076879
('Selumetinib 801', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 2')	1744.0	114.0	0.59207	0.54485	0.065367	0.076879
('Selumetinib 802', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 3')	1382.0	128.0	0.45549	0.54485	0.092619	0.076879
('Selumetinib 803', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.1', 'timePoint: 72', 'replicate: 4')	1859.0	140.0	0.6244	0.54485	0.075309	0.076879
('Selumetinib 804', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 1')	4059.0	319.0	1.2493	1.0085	0.078591	0.08304
('Selumetinib 805', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 2')	4087.0	312.0	1.261	1.0085	0.07634	0.08304
('Selumetinib 806', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 3')	2263.0	203.0	0.68811	1.0085	0.089704	0.08304
('Selumetinib 807', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 24', 'replicate: 4')	2742.0	240.0	0.83576	1.0085	0.087527	0.08304
('Selumetinib 808', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 1')	2361.0	363.0	0.45651	0.45457	0.15375	0.15472
('Selumetinib 809', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 2')	2287.0	366.0	0.43892	0.45457	0.16003	0.15472
('Selumetinib 810', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 3')	2403.0	366.0	0.46542	0.45457	0.15231	0.15472
('Selumetinib 811', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 48', 'replicate: 4')	2363.0	361.0	0.45742	0.45457	0.15277	0.15472
('Selumetinib 812', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 1')	1217.0	157.0	0.38503	0.4268	0.12901	0.13413
('Selumetinib 813', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 2')	1382.0	175.0	0.43842	0.4268	0.12663	0.13413
('Selumetinib 814', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 3')	1228.0	209.0	0.37013	0.4268	0.1702	0.13413
('Selumetinib 815', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 0.316', 'timePoint: 72', 'replicate: 4')	1590.0	176.0	0.51361	0.4268	0.11069	0.13413
('Selumetinib 816', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 1')	3878.0	512.0	1.1244	0.93655	0.13203	0.13706
('Selumetinib 817', 'smCenterCompoundID: 10056.0', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 2')	4067.0	545.0	1.1765	0.93655	0.13401	0.13706
