	('MeanIntensityDAPI 0',)	('ElongationFactor 1',)	('MeanIntensityAlexa488 2',)	('MeanIntensityAlexa555 3',)	('TotalIntensityAlexa555 4',)	('MeanIntensityAlexa647 5',)	('Area 6',)	('Z 7',)	('SpotCellCount 8',)	('TotalIntensityDAPI 9',)	('MeanIntensityDAPIMedNorm 10',)	('MeanIntensityAlexa488MedNorm 11',)	('MeanIntensityAlexa555MedNorm 12',)	('TotalIntensityAlexa555MedNorm 13',)	('MeanIntensityAlexa647MedNorm 14',)	('TotalIntensityDAPIMedNorm 15',)	('SpotCellCountMedNorm 16',)	('RadialPosition 17',)	('Density 18',)	('EdUPositiveProportion 19',)	('CVElongationFactor 20',)	('CVZ 21',)	('CVRadialPosition 22',)	('CVDensity 23',)	('CVEdUPositiveProportion 24',)	('LoessSCC 25',)
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 209', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: HyA50K', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   8', 'ECMp: HyA50K')	155.9	1.914	145.92	61.394	172466.0	4.439	2770.0	5749.0	13.0	425500.0	0.5723	1.3877	1.1219	0.7062	0.5615	0.36832	0.325	110.499	0.74604	0.0	0.086266	0.0006056	0.231332	0.42126	1.9841	0.9458
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 210', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: ICAM1_P05362', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   6', 'ECMp: ICAM1')	161.5	1.807	145.517	69.521	200669.0	4.856	3165.0	5747.0	12.5	458960.0	0.5929	1.3838	1.2704	0.82169	0.6142	0.39728	0.3125	92.145	0.99472	0.03125	0.06185	0.001335	0.192057	0.34221	1.1847	1.0135
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 211', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: INGAVB2', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   5', 'ECMp: INGAVB2')	161.71	1.878	174.917	69.838	206904.0	4.795	2917.0	5749.0	14.0	454504.0	0.5937	1.6634	1.2762	0.84722	0.6065	0.39343	0.35	104.95	0.87038	0.0	0.066926	0.0007494	0.100761	0.34881		1.131
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 212', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: ITGA10B1', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   6', 'ECMp: ITGA10B1')	162.6	1.841	189.173	74.505	188848.0	4.615	2757.0	5754.0	12.5	443240.0	0.5969	1.799	1.3614	0.77328	0.5838	0.38367	0.3125	95.993	0.87038	0.0	0.034739	0.001123	0.181029	0.38626	1.7496	1.041
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 213', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: ITGA2B1', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   7', 'ECMp: ITGA2B1')	170.61	1.765	164.178	66.419	163768.0	4.648	2506.0	5753.0	13.0	413496.0	0.6263	1.5613	1.2137	0.67059	0.5879	0.35793	0.325	99.708	1.11906	0.0	0.066642	0.001144	0.257264	0.30551	1.4644	0.9658
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 214', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: ITGA3B1', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   4', 'ECMp: ITGA3B1')	152.75	1.818	148.885	71.151	196726.0	5.057	2719.0	5756.0	9.0	399728.0	0.5607	1.4159	1.3001	0.80554	0.6396	0.34601	0.225	107.315	0.49736	0.038462	0.103273	0.000754	0.209788	0.46681	1.2184	0.8389
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 215', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: ITGA4B1', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   7', 'ECMp: ITGA4B1')	148.16	1.713	152.412	62.719	184644.0	4.679	3089.0	5751.0	11.0	440635.0	0.5439	1.4494	1.1461	0.75607	0.5918	0.38142	0.275	107.143	0.74604	0.0	0.059089	0.0006882	0.284986	0.207	2.6458	0.9865
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 216', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: ITGA6B4', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   7', 'ECMp: ITGA6B4')	160.01	1.838	169.986	64.605	187039.0	4.809	2530.0	5749.0	16.0	409257.0	0.5874	1.6165	1.1805	0.76587	0.6083	0.35426	0.4	100.901	0.99472	0.0	0.052745	0.001499	0.156664	0.29801	1.7483	1.0809
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 217', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: ITGA9B1', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   6', 'ECMp: ITGA9B1')	172.24	1.787	177.647	71.506	168032.0	4.791	2406.0	5749.0	21.0	406655.0	0.6323	1.6894	1.3066	0.68804	0.606	0.35201	0.525	97.143	1.42991	0.021739	0.053741	0.001135	0.181642	0.2582	1.6439	1.0485
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 218', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: ITGAMB2', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   5', 'ECMp: ITGAMB2')	173.85	1.754	160.895	59.211	179164.0	4.878	2933.0	5754.0	13.0	432569.0	0.6382	1.5301	1.082	0.73363	0.6171	0.37444	0.325	89.268	0.74604	0.0	0.044757	0.0002283	0.084326	0.66229	2.2361	1.0422
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 219', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: LAMA3_Q16787', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   7', 'ECMp: LAMA3')	148.46	1.799	161.105	61.2	163794.0	4.497	2639.0	5751.0	14.0	387179.0	0.545	1.5321	1.1183	0.67069	0.5688	0.33515	0.35	123.991	0.74604	0.0	0.031932	0.0005891	0.17567	0.30267	2.6458	0.9841
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 220', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: LAMB1_P07942', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   6', 'ECMp: LAMB1')	142.95	1.734	132.205	65.604	181623.0	4.527	2925.0	5749.0	13.5	403711.0	0.5248	1.2572	1.1988	0.7437	0.5726	0.34946	0.3375	100.833	0.90146	0.03125	0.059096	0.0008754	0.106401	0.28987	1.2133	1.1083
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 221', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: LUM_P51884', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   9', 'ECMp: LUM')	160.37	1.834	144.381	66.957	191324.0	4.613	2787.0	5753.0	14.0	499639.0	0.5887	1.373	1.2235	0.78342	0.5835	0.43249	0.35	119.041	0.6217	0.0	0.075864	0.0009551	0.208642	1.14079	1.5099	1.0682
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 222', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: OMD_Q99983', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   5', 'ECMp: OMD')	167.72	1.85	161.563	72.457	168090.0	4.508	2778.0	5746.0	13.0	413280.0	0.6157	1.5364	1.324	0.68828	0.5702	0.35774	0.325	93.137	1.05689	0.041667	0.037339	0.001275	0.212287	0.39205	1.0332	1.0428
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 223', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: PECAM1_P16284', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   8', 'ECMp: PECAM1')	161.62	1.866	154.105	65.66	182726.0	4.571	2844.0	5752.0	12.0	397629.0	0.5933	1.4655	1.1998	0.74822	0.5782	0.34419	0.3	105.545	0.80821	0.0	0.074416	0.0006454	0.253219	0.55196	1.4093	0.8912
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 224', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: POSTN_ Q15063', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   7', 'ECMp: POSTN')	164.39	1.865	145.249	69.602	211146.0	4.651	2956.0	5751.0	14.0	491993.0	0.6035	1.3813	1.2719	0.86459	0.5882	0.42588	0.35	100.072	0.93255	0.0	0.01814	0.001092	0.180298	1.23636	1.8423	1.1035
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 225', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: SPARC_ P09486', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   7', 'ECMp: SPARC')	156.43	1.829	166.241	65.333	175236.0	4.8	2460.0	5754.0	13.0	379801.0	0.5743	1.5809	1.1938	0.71755	0.6071	0.32876	0.325	108.543	0.74604	0.0	0.037931	0.0009859	0.143195	0.35557	2.6458	1.0517
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 226', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: SPP1_P10451', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   9', 'ECMp: SPP1')	162.05	1.814	145.777	69.459	197441.0	4.74	2957.0	5751.0	10.0	462250.0	0.5949	1.3863	1.2692	0.80847	0.5995	0.40013	0.25	129.49	0.6217	0.0	0.088451	0.0009713	0.127232	0.49393	3.0	1.0085
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 227', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: THBS1_P07996', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   7', 'ECMp: THBS1')	160.55	1.813	149.637	63.063	177354.0	4.858	2791.0	5747.0	13.0	466297.0	0.5894	1.423	1.1524	0.72622	0.6145	0.40363	0.325	119.925	0.74604	0.0	0.043842	0.001001	0.40881	0.36617		1.0336
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 228', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: TNC_P24821', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   8', 'ECMp: TNC')	150.15	1.838	142.818	63.729	193141.0	4.463	2870.0	5750.0	10.0	409316.0	0.5512	1.3582	1.1645	0.79086	0.5646	0.35431	0.25	94.808	0.65278	0.0	0.081337	0.001318	0.176823	0.59217	2.8284	0.9768
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 229', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: VCAM1_P19320', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   2', 'ECMp: VCAM1')	176.36	1.64	174.169	73.326	186646.0	4.675	2566.0	5755.0	32.5	420418.0	0.6474	1.6563	1.3399	0.76426	0.5913	0.36392	0.8125	116.307	2.02052	0.011905	0.053781	0.0004755	0.08598	0.36987	1.4142	2.0611
('BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051 230', 'id: BMP4_Q53XC5-RnDSystems_314BP010CF_BEM6912051', 'ECMpAnnotID: VTN_P04004', 'Well: B01', 'Ligand: BMP4', 'ReplicateCount:   1', 'ECMp: VTN')	154.19	1.925	159.221	69.47	156432.0	4.421	2048.0	5749.0	10.0	308704.0	0.566	1.5142	1.2694	0.64055	0.5593	0.26722	0.25	98.646	0.49736	0.0						0.8327
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 231', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: ALCAM_Q13740', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   2', 'ECMp: ALCAM')	210.96	2.151	117.499	40.768	94914.0	3.83	2194.0	5741.0	5.5	471406.0	0.7745	1.1174	0.745	0.38865	0.4844	0.40806	0.1375	60.56	0.43519	0.0	0.104771	0.0005949	0.782374	0.20203		9.324
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 232', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: BGN_ P21810', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   4', 'ECMp: BGN')	135.4	1.901	222.971	71.813	176221.0	5.355	2781.0	5738.0	10.0	391511.0	0.4971	2.1204	1.3123	0.72158	0.6774	0.3389	0.25	89.459	0.6217	0.0	0.087988	0.00064	0.285823	0.23968	2.0	1.6
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 233', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: CADH15_P55291', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: CADH15')	129.5	1.951	197.754	74.785	156932.0	5.164	2084.0	5740.0	9.0	265751.0	0.4754	1.8806	1.3666	0.6426	0.6532	0.23004	0.225	125.309	0.49736	0.0						1.2491
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 234', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: CD44_P16070', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: CD44')	135.48	1.906	184.834	84.919	286718.0	4.475	2928.0	5733.0	6.0	461095.0	0.4974	1.7577	1.5517	1.17403	0.5661	0.39913	0.15	68.833	0.37302	0.0						1.2
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 235', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: CDH1_P12830', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: CDH1')	136.71	1.793	168.728	82.055	199550.0	4.967	2833.0	5740.0	8.0	344899.0	0.5019	1.6046	1.4994	0.81711	0.6283	0.29855	0.2	99.642	0.49736	0.0						1.4749
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 236', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: CDH20_Q9HBT6', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: CDH20')	145.56	1.822	207.225	85.489	248101.0	6.764	2941.0	5736.0	4.0	427244.0	0.5344	1.9707	1.5622	1.01591	0.8555	0.36983	0.1	108.612	0.06217	0.25						0.7749
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 237', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: CDH3_P22223', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   4', 'ECMp: CDH3')	137.89	1.931	236.761	81.246	224303.0	5.17	2702.0	5743.0	7.5	399129.0	0.5062	2.2516	1.4846	0.91846	0.654	0.34549	0.1875	87.752	0.37302	0.0	0.107768	0.0003744	0.453949	0.68226		0.8658
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 238', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: CDH8_P55286', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   2', 'ECMp: CDH8')	141.47	1.828	179.517	85.222	205624.0	5.225	2516.0	5738.0	4.0	357025.0	0.5193	1.7072	1.5573	0.84197	0.6609	0.30905	0.1	70.305	0.18651	0.0	0.144275	0.0002391	0.648722	0.4714		0.8002
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 239', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: COL1', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: COL1')	134.01	1.595	235.425	73.211	234833.0	5.559	3043.0	5740.0	7.0	392115.0	0.492	2.2389	1.3378	0.96158	0.7031	0.33942	0.175	112.384	0.24868	0.0						1.4
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 240', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: COL23A1_Q86Y22', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: COL23A1')	115.69	1.671	172.43	81.494	208938.0	4.705	2686.0	5739.0	6.0	309919.0	0.4247	1.6398	1.4891	0.85555	0.5952	0.26827	0.15	98.675	0.37302	0.0						1.2
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 241', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: COL2A1_P02458', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: COL2A1')	134.45	1.74	214.123	72.956	192710.0	5.186	2476.0	5744.0	12.0	374189.0	0.4936	2.0363	1.3331	0.7891	0.656	0.3239	0.3	122.816	0.55953	0.083333						1.4209
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 242', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: COL3A1_P02461', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   2', 'ECMp: COL3A1')	132.67	1.72	185.254	95.868	282048.0	6.043	3237.0	5741.0	6.0	412340.0	0.487	1.7617	1.7518	1.15491	0.7644	0.35693	0.15	135.885	0.24868	0.1	0.154417	0.0001306	0.169002	0.70711	1.4142	0.9691
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 243', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: COL4A1_P02462', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   5', 'ECMp: COL4A1')	129.47	1.653	174.626	68.168	174172.0	5.039	2784.0	5737.0	4.0	357821.0	0.4753	1.6607	1.2457	0.71319	0.6374	0.30973	0.1	88.967	0.12434	0.0	0.238728	0.0006174	0.633903	0.81312	2.2361	0.4
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 244', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: COL5A1_P20908', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: COL5A1')	131.37	1.5	301.425	18.195	45961.0	3.684	2526.0	5746.0	1.0	331838.0	0.4823	2.8665	0.3325	0.1882	0.466	0.28724	0.025	0.0	0.0	0.0						0.3611
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 245', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: DCN_P07585', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: DCN')	146.86	2.104	150.36	98.633	286036.0	5.199	2900.0	5740.0	1.0	425901.0	0.5391	1.4299	1.8023	1.17124	0.6576	0.36867	0.025	0.0	0.0	0.0						0.1976
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 246', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: DSG2_Q14126', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: DSG2')	134.94	1.679	214.173	78.016	245260.0	5.285	2444.0	5737.0	7.0	387954.0	0.4954	2.0367	1.4256	1.00427	0.6685	0.33582	0.175	96.832	0.49736	0.0						1.4
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 247', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: ECM1_Q16610', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: ECM1')	140.68	2.26	200.075	69.119	234262.0	4.364	3438.0	5737.0	3.0	530240.0	0.5165	1.9027	1.263	0.95924	0.552	0.45898	0.075	116.907	0.12434	0.0						0.6
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 248', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: FN1_P02751', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: FN1')	151.38	1.803	234.273	81.532	260608.0	5.423	3145.0	5742.0	10.0	482715.0	0.5557	2.2279	1.4899	1.06712	0.6859	0.41784	0.25	90.911	0.74604	0.0						1.4098
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 249', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: GAP43_P17677', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   2', 'ECMp: GAP43')	138.4	1.834	223.567	67.632	145427.0	5.146	2397.0	5743.0	7.5	354948.0	0.5081	2.1261	1.2359	0.59549	0.651	0.30725	0.1875	71.279	0.46627	0.0	0.056823	0.0004297	0.351158	0.65997		0.4752
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 250', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: HyA500K', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   4', 'ECMp: HyA500K')	139.5	1.566	180.959	81.107	213836.0	5.724	2741.0	5740.0	2.0	371398.0	0.5121	1.7209	1.4821	0.8756	0.724	0.32149	0.05	50.07	0.06217	0.0	0.058253	0.001002	0.831578	1.68325	2.0	0.5036
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 251', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: HyA50K', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   2', 'ECMp: HyA50K')	143.47	1.821	252.634	80.783	276760.0	6.333	3274.0	5743.0	6.0	480949.0	0.5267	2.4025	1.4762	1.13326	0.801	0.41632	0.15	108.372	0.24868	0.0	0.011019	0.0002265	0.088523	0.0		1.2
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 252', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: ICAM1_P05362', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: ICAM1')	128.06	1.75	205.668	71.029	194479.0	6.027	2722.0	5738.0	9.0	424146.0	0.4701	1.9559	1.2979	0.79634	0.7623	0.36715	0.225	104.523	0.49736	0.0						1.8
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 253', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: ITGA2B1', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   2', 'ECMp: ITGA2B1')	166.28	1.697	248.009	97.087	276425.0	4.885	2942.0	5743.0	3.5	489201.0	0.6104	2.3585	1.7741	1.13189	0.6179	0.42346	0.0875	55.646	0.09325	0.083333	0.035513	0.0007264	1.414214	1.41421	1.4142	0.4752
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 254', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: ITGA9B1', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: ITGA9B1')	115.67	1.957	127.787	84.859	212848.0	4.224	2616.0	5731.0	4.0	276899.0	0.4246	1.2152	1.5506	0.87156	0.5342	0.23969	0.1	49.711	0.31085	0.0						0.9937
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 255', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: ITGAMB2', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   3', 'ECMp: ITGAMB2')	126.73	1.765	198.802	74.271	196215.0	4.946	2592.0	5739.0	8.0	330644.0	0.4652	1.8906	1.3572	0.80345	0.6256	0.28621	0.2	101.27	0.49736	0.0	0.119502	0.0005058	0.221191	0.34641		1.4
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 256', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: LAMA3_Q16787', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   4', 'ECMp: LAMA3')	131.36	1.872	202.518	74.543	167362.0	4.898	2262.0	5740.0	7.0	278312.0	0.4822	1.9259	1.3621	0.6853	0.6196	0.24091	0.175	115.879	0.43519	0.0	0.19213	0.0006585	0.248116	0.52548		1.4
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 257', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: LAMB1_P07942', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: LAMB1')	129.72	1.776	166.397	67.547	140056.0	4.733	2023.0	5742.0	5.0	295144.0	0.4762	1.5824	1.2343	0.57349	0.5986	0.25548	0.125	122.917	0.12434	0.0						0.9484
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 258', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: LUM_P51884', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   2', 'ECMp: LUM')	133.67	1.958	180.721	71.713	159940.0	5.013	2427.0	5736.0	14.0	290977.0	0.4907	1.7186	1.3104	0.65491	0.6341	0.25187	0.35	119.441	0.6217	0.021739	0.113922	0.0002983	0.176184	1.13137	1.4142	1.3976
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 259', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: OMD_Q99983', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: OMD')	146.71	1.604	110.968	63.382	158519.0	3.298	2501.0	5740.0	1.0	366934.0	0.5386	1.0553	1.1582	0.64909	0.4172	0.31762	0.025	0.0	0.0	0.0						-0.1434
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 260', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: PECAM1_P16284', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   2', 'ECMp: PECAM1')	126.63	1.991	126.542	68.259	173689.0	4.205	2406.0	5740.0	4.5	330446.0	0.4649	1.2034	1.2473	0.71121	0.5319	0.28604	0.1125	78.908	0.34193	0.0	0.226243	0.0002439	0.592026	0.89995		0.8153
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 261', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: THBS1_P07996', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: THBS1')	114.67	1.938	210.027	70.049	189904.0	5.59	2711.0	5742.0	1.0	310875.0	0.421	1.9973	1.28	0.77761	0.7071	0.2691	0.025	0.0	0.0	0.0						0.3723
('BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121 262', 'id: BMP5_P22003-RnDSystems_615BMC020CF_SXV0411121', 'ECMpAnnotID: TNC_P24821', 'Well: B04', 'Ligand: BMP5', 'ReplicateCount:   1', 'ECMp: TNC')	126.61	1.67	201.715	74.969	147652.0	5.3	2279.0	5743.0	4.0	272945.0	0.4648	1.9183	1.3699	0.60459	0.6704	0.23626	0.1	113.511	0.06217	0.0						0.8
