	('measuredpERK(Alexa488) 0',)	('measuredp-Rb(Alexa568) 1',)	('alexaFluor647 2',)	('measuredp-Akt/p-4EBP1/p-S6(Alexa647) 3',)
('92050 700', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	379.12	165.32		348.91
('92051 701', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	290.16	157.18		233.47
('92052 702', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	375.8	155.36		359.32
('92053 703', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	264.5	170.32		218.34
('92054 704', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	379.12	156.82		360.76
('92055 705', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	237.54	158.78		206.2
('92056 706', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	348.78	134.55		195.18
('92057 707', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	276.44	153.41		89.106
('92058 708', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	161.99	98.629		479.28
('92059 709', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	141.14	119.21		409.49
('92060 710', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 7.5', 'concUnits: nM', 'timepoint: 6')	162.62	84.078		434.94
('92061 711', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 7.5', 'concUnits: nM', 'timepoint: 24')	135.75	78.361		306.59
('92062 712', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	169.81	82.412		499.15
('92063 713', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	147.95	105.49		411.6
('92064 714', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	94.551	35.685		78.926
('92065 715', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	148.55	96.56		352.26
('92066 716', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	107.57	58.921		199.41
('92067 717', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	160.29	105.55		367.55
('92068 718', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	90.453	41.373		104.6
('92069 719', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	112.85	54.738		222.74
('92070 720', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	277.7	67.185		80.505
('92071 721', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	469.54	116.93		140.88
('92072 722', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	251.01	49.465		31.81
('92073 723', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	395.95	75.66		84.488
('92074 724', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	260.75	64.411		85.159
('92075 725', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	453.87	115.71		166.38
('92076 726', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	302.08	70.822		107.19
('92077 727', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	354.53	104.31		151.28
('92078 728', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	214.7	54.965		65.173
('92079 729', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	498.81	112.95		174.19
('92080 730', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	330.98	64.056		14.637
('92081 731', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	396.58	64.022		26.272
('92082 732', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	203.3	78.66		85.639
('92083 733', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	270.16	123.24		131.72
('92084 734', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	144.7	27.423		31.742
('92085 735', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	262.35	103.57		106.07
('92086 736', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	229.66	69.481		77.069
('92087 737', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	247.76	103.78		117.81
('92088 738', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	182.03	57.025		78.372
('92089 739', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	268.73	123.68		145.16
('92090 740', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	240.14	87.777		117.61
('92091 741', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	292.68	121.22		122.83
('92092 742', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	201.86	59.832		13.308
('92093 743', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	270.29	86.153		19.379
('92094 744', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	342.18	162.05		285.03
('92095 745', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	253.2	163.24		174.55
('92096 746', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	486.85	159.54		207.18
('92097 747', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	373.58	173.81		118.55
('92098 748', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	320.49	163.19		331.19
('92099 749', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	255.4	153.3		206.46
('92100 750', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	387.84	152.65		359.27
('92101 751', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	267.6	168.79		204.9
('92102 752', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	390.18	153.46		360.59
('92103 753', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	233.97	155.96		184.14
('92104 754', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	352.97	128.1		59.803
('92105 755', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: MCF 10A', 'clCenterSpecificID: 50583', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	315.69	93.242		24.586
('92106 756', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	160.51	99.081		483.73
('92107 757', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	143.88	111.89		390.92
('92108 758', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 6')	152.82	76.331		310.16
('92109 759', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 31.6', 'concUnits: nM', 'timepoint: 24')	124.43	49.093		182.93
('92110 760', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	161.08	79.358		506.97
('92111 761', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	146.73	75.478		382.12
('92112 762', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	93.037	34.393		75.184
('92113 763', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	137.94	84.658		345.76
('92114 764', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	104.28	51.9		172.03
('92115 765', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	154.96	92.671		347.47
('92116 766', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 6')	93.797	43.476		61.076
('92117 767', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: T47D', 'clCenterSpecificID: 50541', 'drugConcentration: 100.0', 'concUnits: nM', 'timepoint: 24')	105.99	39.209		90.675
('92118 768', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 6')	214.01	52.779		62.718
('92119 769', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 24')	414.76	95.73		130.92
('92120 770', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 133.0', 'concUnits: nM', 'timepoint: 6')	273.77	50.732		12.349
('92121 771', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 133.0', 'concUnits: nM', 'timepoint: 24')	366.54	67.972		27.948
('92122 772', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 6')	289.06	63.597		86.025
('92123 773', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 24')	482.72	91.32		156.2
('92124 774', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 6')	333.41	71.953		113.09
('92125 775', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smCenterSampleID: 1', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 24')	342.39	86.359		122.77
('92126 776', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 6')	374.37	86.045		118.53
('92127 777', 'smCenterCompoundID: 10280', 'smSalt: 101', 'smCenterSampleID: 1', 'smLincsID: LSM-3810', 'smName: Triciribine', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 24')	499.67	91.095		143.95
('92128 778', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 6')	328.87	65.507		9.3011
('92129 779', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: AU565', 'clCenterSpecificID: 50091', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 24')	438.38	64.122		13.694
('92130 780', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 6')	166.89	61.519		80.633
('92131 781', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smCenterSampleID: 2', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 316.0', 'concUnits: nM', 'timepoint: 24')	249.17	105.94		124.32
('92132 782', 'smCenterCompoundID: 10345', 'smSalt: 111', 'smCenterSampleID: 1', 'smLincsID: LSM-6357', 'smName: PP242', 'clName: HCC1954', 'clCenterSpecificID: 50213', 'drugConcentration: 133.0', 'concUnits: nM', 'timepoint: 6')	178.5	38.786		20.773
