	('cellCount 0',)	('eduPositive 1',)	('mpm2Positive 2',)	('eduPositiveNonMitotic 3',)	('eduPositiveMitotic 4',)
('32549 3046', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: E18', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	1093.0	39.707	11.985	34.615	77.099
('32550 3047', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: E18', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	822.0	11.192	3.7713	11.504	3.2258
('32551 3048', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: E19', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	1841.0	49.864	4.1825	51.02	23.377
('32552 3049', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: E19', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	3791.0	46.531	4.7217	47.674	23.464
('32553 3050', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: E19', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	5829.0	53.577	4.6835	55.472	15.018
('32554 3051', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: E20', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	1661.0	72.787	9.4521	70.612	93.631
('32555 3052', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: E20', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	3938.0	65.363	6.0691	66.45	48.536
('32556 3053', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: E20', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	5524.0	55.594	6.4446	57.991	20.787
('32557 3054', 'smName: ', 'clName: IA-LM', 'recordedWell: E21', 'timepoint: 1', 'assayCompoundConcentration: ')	1755.0	76.41	9.0598	74.687	93.711
('32558 3055', 'smName: ', 'clName: IA-LM', 'recordedWell: E21', 'timepoint: 2', 'assayCompoundConcentration: ')	3131.0	81.412	7.3778	81.138	84.848
('32559 3056', 'smName: ', 'clName: IA-LM', 'recordedWell: E21', 'timepoint: 3', 'assayCompoundConcentration: ')	5200.0	55.385	2.6346	56.251	23.358
('32560 3057', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: E22', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	1517.0	55.57	5.2076	56.05	46.835
('32561 3058', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: E22', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	2974.0	74.243	8.5407	73.971	77.165
('32562 3059', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: E22', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	5021.0	46.027	4.4413	47.395	16.592
('32563 3060', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F03', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	1250.0	78.56	2.32	78.051	100.0
('32564 3061', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F03', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	2732.0	55.198	1.7204	55.531	36.17
('32565 3062', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F03', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	3079.0	24.196	0.97434	24.205	23.333
('32566 3063', 'smName: ', 'clName: IA-LM', 'recordedWell: F04', 'timepoint: 1', 'assayCompoundConcentration: ')	1548.0	71.964	5.814	71.262	83.333
('32567 3064', 'smName: ', 'clName: IA-LM', 'recordedWell: F04', 'timepoint: 2', 'assayCompoundConcentration: ')	3076.0	56.892	2.9909	57.406	40.217
('32568 3065', 'smName: ', 'clName: IA-LM', 'recordedWell: F04', 'timepoint: 3', 'assayCompoundConcentration: ')	6191.0	49.75	2.0837	50.412	18.605
('32569 3066', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F05', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	1674.0	36.858	1.7324	37.447	3.4483
('32570 3067', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F05', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	2657.0	53.03	3.1615	53.09	51.19
('32571 3068', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F05', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	3644.0	30.763	1.2898	30.776	29.787
('32572 3069', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F06', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	545.0	23.119	0.73394	22.921	50.0
('32573 3070', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F06', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	1195.0	0.25105	2.5941	0.25773	0.0
('32574 3071', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F06', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	1396.0	0.0	1.4327	0.0	0.0
('32575 3072', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F07', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	1358.0	71.797	8.7629	69.572	94.958
('32576 3073', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F07', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	3231.0	70.381	6.0972	70.962	61.421
('32577 3074', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F07', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	5564.0	54.691	3.3789	55.506	31.383
('32578 3075', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F08', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	830.0	28.675	1.0843	28.745	22.222
('32579 3076', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F08', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	1039.0	4.5236	1.7324	4.6033	0.0
('32580 3077', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F08', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	1452.0	0.0	1.8595	0.0	0.0
('32581 3078', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F09', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	1460.0	70.753	4.1781	69.55	98.361
('32582 3079', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F09', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	2715.0	77.495	8.7293	77.24	80.169
('32583 3080', 'smName: GW843682', 'clName: IA-LM', 'recordedWell: F09', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	6510.0	48.218	2.3963	48.914	19.872
('32584 3081', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F10', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	1668.0	73.921	5.6954	72.409	98.947
('32585 3082', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F10', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	3192.0	70.99	4.6992	71.631	58.0
('32586 3083', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F10', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	5931.0	43.669	2.0401	44.182	19.008
('32587 3084', 'smName: ', 'clName: IA-LM', 'recordedWell: F11', 'timepoint: 1', 'assayCompoundConcentration: ')	1589.0	50.535	4.7199	51.519	30.667
('32588 3085', 'smName: ', 'clName: IA-LM', 'recordedWell: F11', 'timepoint: 2', 'assayCompoundConcentration: ')	3373.0	70.353	6.0184	71.451	53.202
('32589 3086', 'smName: ', 'clName: IA-LM', 'recordedWell: F11', 'timepoint: 3', 'assayCompoundConcentration: ')	5904.0	49.306	3.4045	50.465	16.418
('32590 3087', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F12', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	1745.0	33.238	2.4642	34.019	2.3256
('32591 3088', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F12', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	3657.0	47.498	2.8165	48.34	18.447
('32592 3089', 'smName: Tozasertib', 'clName: IA-LM', 'recordedWell: F12', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	7501.0	36.355	1.6931	36.873	6.2992
('32593 3090', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F13', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	1102.0	54.446	8.167	52.569	75.556
('32594 3091', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F13', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	835.0	11.617	3.9521	9.8504	54.545
('32595 3092', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F13', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	1203.0	17.29	2.4938	17.05	26.667
('32596 3093', 'smName: ', 'clName: IA-LM', 'recordedWell: F14', 'timepoint: 1', 'assayCompoundConcentration: ')	1615.0	68.916	7.3684	67.781	83.193
('32597 3094', 'smName: ', 'clName: IA-LM', 'recordedWell: F14', 'timepoint: 2', 'assayCompoundConcentration: ')	3670.0	64.55	4.9046	65.444	47.222
('32598 3095', 'smName: ', 'clName: IA-LM', 'recordedWell: F14', 'timepoint: 3', 'assayCompoundConcentration: ')	6747.0	48.896	2.4752	49.574	22.156
('32599 3096', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F15', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	1007.0	46.673	5.5611	45.741	62.5
('32600 3097', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F15', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	897.0	7.2464	2.7871	7.1101	12.0
('32601 3098', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F15', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	1062.0	18.267	3.8606	17.532	36.585
('32602 3099', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F16', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	675.0	48.0	18.074	42.495	72.951
('32603 3100', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F16', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	551.0	3.6298	2.7223	2.7985	33.333
('32604 3101', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F16', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	868.0	0.0	7.9493	0.0	0.0
('32605 3102', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F17', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	1417.0	78.264	4.3754	77.269	100.0
('32606 3103', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F17', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	3042.0	64.596	5.2597	65.788	43.125
('32607 3104', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F17', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	5613.0	49.065	3.2425	50.157	16.484
('32608 3105', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F18', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	830.0	46.867	13.976	40.336	87.069
('32609 3106', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F18', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	676.0	3.9941	2.9586	3.5061	20.0
('32610 3107', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F18', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	773.0	0.0	6.4683	0.0	0.0
('32611 3108', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F19', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	1486.0	32.571	1.9515	33.15	3.4483
('32612 3109', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F19', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	3189.0	53.12	2.8222	53.759	31.111
('32613 3110', 'smName: XMD-12', 'clName: IA-LM', 'recordedWell: F19', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	5120.0	54.98	3.6133	56.008	27.568
('32614 3111', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F20', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	769.0	62.289	23.017	53.209	92.655
('32615 3112', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F20', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	457.0	4.1575	1.5317	3.5556	42.857
('32616 3113', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F20', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	829.0	0.0	1.4475	0.0	0.0
('32617 3114', 'smName: ', 'clName: IA-LM', 'recordedWell: F21', 'timepoint: 1', 'assayCompoundConcentration: ')	1527.0	78.127	7.4001	76.379	100.0
('32618 3115', 'smName: ', 'clName: IA-LM', 'recordedWell: F21', 'timepoint: 2', 'assayCompoundConcentration: ')	3256.0	72.85	5.3133	73.435	62.428
('32619 3116', 'smName: ', 'clName: IA-LM', 'recordedWell: F21', 'timepoint: 3', 'assayCompoundConcentration: ')	4893.0	56.264	3.1065	56.95	34.868
('32620 3117', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F22', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	573.0	52.182	21.815	43.08	84.8
('32621 3118', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F22', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	611.0	2.1277	1.1457	1.9868	14.286
('32622 3119', 'smName: Taxol', 'clName: IA-LM', 'recordedWell: F22', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	717.0	0.0	1.2552	0.0	0.0
('32623 3120', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G03', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	915.0	75.41	0.10929	75.383	100.0
('32624 3121', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G03', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	999.0	26.426	2.5025	25.051	80.0
('32625 3122', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G03', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	1032.0	5.1357	2.4225	4.8659	16.0
('32626 3123', 'smName: ', 'clName: IA-LM', 'recordedWell: G04', 'timepoint: 1', 'assayCompoundConcentration: ')	1840.0	56.685	5.3261	56.889	53.061
('32627 3124', 'smName: ', 'clName: IA-LM', 'recordedWell: G04', 'timepoint: 2', 'assayCompoundConcentration: ')	2818.0	86.48	7.8779	85.401	99.099
('32628 3125', 'smName: ', 'clName: IA-LM', 'recordedWell: G04', 'timepoint: 3', 'assayCompoundConcentration: ')	6282.0	61.127	3.1837	62.101	31.5
('32629 3126', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G05', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	763.0	51.376	0.65531	51.055	100.0
('32630 3127', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G05', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	936.0	36.325	4.2735	34.263	82.5
('32631 3128', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G05', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	733.0	4.0928	2.5921	3.9216	10.526
('32632 3129', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G06', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	738.0	51.084	1.355	51.236	40.0
('32633 3130', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G06', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	692.0	0.72254	0.86705	0.72886	0.0
('32634 3131', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G06', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	960.0	0.0	2.1875	0.0	0.0
('32635 3132', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G07', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	1850.0	53.676	6.8649	54.672	40.157
('32636 3133', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G07', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	3724.0	66.3	4.0011	66.406	63.758
('32637 3134', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G07', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	5995.0	51.243	2.7857	52.008	24.551
('32638 3135', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G08', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	862.0	50.348	2.2042	51.127	15.789
('32639 3136', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G08', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	919.0	1.3058	1.4146	1.3245	0.0
('32640 3137', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G08', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	754.0	0.0	1.9894	0.0	0.0
('32641 3138', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G09', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	1573.0	49.968	4.5137	50.533	38.028
('32642 3139', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G09', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	4032.0	52.133	2.5298	52.875	23.529
('32643 3140', 'smName: RO-3306', 'clName: IA-LM', 'recordedWell: G09', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	5835.0	54.482	2.9477	55.412	23.837
('32644 3141', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G10', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	1447.0	59.502	8.293	58.93	65.833
('32645 3142', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G10', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	3850.0	58.961	4.987	59.295	52.604
('32646 3143', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G10', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	6153.0	50.366	5.0057	51.719	24.675
('32647 3144', 'smName: ', 'clName: IA-LM', 'recordedWell: G11', 'timepoint: 1', 'assayCompoundConcentration: ')	1558.0	43.389	3.4018	44.12	22.642
('32648 3145', 'smName: ', 'clName: IA-LM', 'recordedWell: G11', 'timepoint: 2', 'assayCompoundConcentration: ')	3279.0	63.678	4.2696	64.607	42.857
('32649 3146', 'smName: ', 'clName: IA-LM', 'recordedWell: G11', 'timepoint: 3', 'assayCompoundConcentration: ')	6043.0	40.791	2.598	41.607	10.191
('32650 3147', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G12', 'timepoint: 1', 'assayCompoundConcentration: 0.005083333')	1793.0	33.519	3.9598	33.914	23.944
('32651 3148', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G12', 'timepoint: 2', 'assayCompoundConcentration: 0.005083333')	3329.0	52.358	4.4157	52.954	39.456
('32652 3149', 'smName: BI-2536', 'clName: IA-LM', 'recordedWell: G12', 'timepoint: 3', 'assayCompoundConcentration: 0.005083333')	6198.0	46.902	4.453	47.771	28.261
('32653 3150', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G13', 'timepoint: 1', 'assayCompoundConcentration: 1.23457')	633.0	55.292	22.749	51.738	67.361
('32654 3151', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G13', 'timepoint: 2', 'assayCompoundConcentration: 1.23457')	472.0	2.7542	4.0254	1.3245	36.842
('32655 3152', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G13', 'timepoint: 3', 'assayCompoundConcentration: 1.23457')	606.0	0.0	0.9901	0.0	0.0
('32656 3153', 'smName: ', 'clName: IA-LM', 'recordedWell: G14', 'timepoint: 1', 'assayCompoundConcentration: ')	1804.0	53.714	4.7672	54.016	47.674
('32657 3154', 'smName: ', 'clName: IA-LM', 'recordedWell: G14', 'timepoint: 2', 'assayCompoundConcentration: ')	2942.0	73.351	5.1666	73.548	69.737
('32658 3155', 'smName: ', 'clName: IA-LM', 'recordedWell: G14', 'timepoint: 3', 'assayCompoundConcentration: ')	6405.0	49.508	2.9196	50.418	19.251
('32659 3156', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G15', 'timepoint: 1', 'assayCompoundConcentration: 1.23457')	708.0	58.333	23.305	51.013	82.424
('32660 3157', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G15', 'timepoint: 2', 'assayCompoundConcentration: 1.23457')	524.0	4.0076	5.3435	2.4194	32.143
('32661 3158', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G15', 'timepoint: 3', 'assayCompoundConcentration: 1.23457')	534.0	0.0	1.4981	0.0	0.0
('32662 3159', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: G16', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	867.0	48.674	6.4591	47.226	69.643
('32663 3160', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: G16', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	1091.0	51.146	9.2576	47.576	86.139
('32664 3161', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: G16', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	931.0	15.36	4.189	15.471	12.821
('32665 3162', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G17', 'timepoint: 1', 'assayCompoundConcentration: 0.001696667')	2058.0	59.475	5.3936	59.527	58.559
('32666 3163', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G17', 'timepoint: 2', 'assayCompoundConcentration: 0.001696667')	3808.0	60.636	3.5452	61.585	34.815
('32667 3164', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G17', 'timepoint: 3', 'assayCompoundConcentration: 0.001696667')	5153.0	48.341	2.3481	48.788	29.752
('32668 3165', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: G18', 'timepoint: 1', 'assayCompoundConcentration: 3.703706667')	812.0	52.956	7.266	52.191	62.712
('32669 3166', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: G18', 'timepoint: 2', 'assayCompoundConcentration: 3.703706667')	947.0	54.699	7.9197	52.523	80.0
('32670 3167', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: G18', 'timepoint: 3', 'assayCompoundConcentration: 3.703706667')	876.0	14.954	4.1096	14.881	16.667
('32671 3168', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G19', 'timepoint: 1', 'assayCompoundConcentration: 0.001696667')	1464.0	45.15	2.459	45.658	25.0
('32672 3169', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G19', 'timepoint: 2', 'assayCompoundConcentration: 0.001696667')	3107.0	74.606	5.7934	74.65	73.889
('32673 3170', 'smName: MPS-1-IN-1', 'clName: IA-LM', 'recordedWell: G19', 'timepoint: 3', 'assayCompoundConcentration: 0.001696667')	7237.0	53.392	2.1418	54.194	16.774
('32674 3171', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: G20', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	1426.0	70.407	8.345	68.095	95.798
('32675 3172', 'smName: Staurosporine', 'clName: IA-LM', 'recordedWell: G20', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	3036.0	73.584	7.0158	73.114	79.812
