	('pAkt10min 0',)	('pAkt30min 1',)	('pAkt90min 2',)	('pErk10min 3',)	('pErk30min 4',)	('pErk90min 5',)	('ligrespelisapaktAU 6',)	('ligrespelisaperkAU 7',)
('114901 436', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-361', 'ligandConcentration: 1.0')	2192.568738	1668.518117	2055.576675	3081.203672	1434.212773	2891.660934		
('114902 437', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-361', 'ligandConcentration: 100.0')	2478.359017	2010.591168	1688.975327	6271.037165	3517.029337	2545.596632		
('114903 438', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-415', 'ligandConcentration: 1.0')	35480.15027	38906.79131	39556.13541	978.1392038	1106.360624	2780.999065		
('114904 439', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-415', 'ligandConcentration: 100.0')	41483.84112	40405.9279	39998.99352	12352.63745	7043.873259	6236.710494		
('114905 440', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-436', 'ligandConcentration: 1.0')	6237.923853	4460.893488	5385.080484	12512.11718	9911.691114	12310.72826		
('114906 441', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-436', 'ligandConcentration: 100.0')	7295.777646	9554.069984	6591.669341	17612.6139	23207.85715	10893.68966		
('114907 442', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-453', 'ligandConcentration: 1.0')	6532.099598	6273.568378	6337.722795	2450.01693	1721.89493	1672.934267		
('114908 443', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-453', 'ligandConcentration: 100.0')	8340.307437	10273.50057	9887.063369	11290.22539	11109.23977	8233.790748		
('114909 444', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-468', 'ligandConcentration: 1.0')	24929.44861	23650.56509	23386.18691	7865.473683	5553.724221	5126.373678		
('114910 445', 'protein_ppName: FGF-2', 'cell_clName: MDA-MB-468', 'ligandConcentration: 100.0')	27649.43841	23855.08021	23296.69877	14153.67315	5792.290176	5522.483873		
('114911 446', 'protein_ppName: FGF-2', 'cell_clName: T47D', 'ligandConcentration: 1.0')	8127.13645	5693.254662	7223.624794	11627.32199	5814.868251	8773.394845		
('114912 447', 'protein_ppName: FGF-2', 'cell_clName: T47D', 'ligandConcentration: 100.0')	8443.761648	6852.983354	7788.904755	29257.23021	13669.17263	10525.28339		
('114913 448', 'protein_ppName: FGF-2', 'cell_clName: UACC-812', 'ligandConcentration: 1.0')	3423.187985	4114.387253	2948.706545	25556.98648	27822.77041	23025.6266		
('114914 449', 'protein_ppName: FGF-2', 'cell_clName: UACC-812', 'ligandConcentration: 100.0')	3807.91859	3195.865027	3278.64397	27246.31817	25112.75481	26315.7749		
('114915 450', 'protein_ppName: FGF-2', 'cell_clName: UACC-893', 'ligandConcentration: 1.0')	29216.14736	32640.92246	31017.5519	2073.098393	2073.098393	2073.098393		
('114916 451', 'protein_ppName: FGF-2', 'cell_clName: UACC-893', 'ligandConcentration: 100.0')	23399.83584	23907.7406	20198.0042	2073.098393	2073.098393	2073.098393		
('114917 452', 'protein_ppName: FGF-2', 'cell_clName: ZR-75-1', 'ligandConcentration: 1.0')	4971.755765	4614.307151	5303.859611	17387.94429	11999.24858	28148.92187		
('114918 453', 'protein_ppName: FGF-2', 'cell_clName: ZR-75-1', 'ligandConcentration: 100.0')	13224.53634	6486.906732	5769.970272	54337.64267	33959.27668	23835.60988		
('114919 454', 'protein_ppName: FGF-2', 'cell_clName: ZR-75-30', 'ligandConcentration: 1.0')	6543.013182	7677.387813	7725.171485	16676.42804	18909.99265	16952.42294		
('114920 455', 'protein_ppName: FGF-2', 'cell_clName: ZR-75-30', 'ligandConcentration: 100.0')	5805.535585	7311.452648	9918.954017	17030.10611	16944.15755	20674.68383		
('114921 456', 'protein_ppName: FGF-2', 'cell_clName: 184B5', 'ligandConcentration: 1.0')	5310.513498	4488.767162	5526.142285	10152.48494	7965.636206	8449.879711		
('114922 457', 'protein_ppName: FGF-2', 'cell_clName: 184B5', 'ligandConcentration: 100.0')	5437.358645	5135.016509	5379.629372	11889.29976	12248.16848	9941.857723		
('114923 458', 'protein_ppName: FGF-2', 'cell_clName: HCC1187', 'ligandConcentration: 1.0')	23725.51545	32550.89064	54293.55575	9624.759525	8006.70652	15533.54654		
('114924 459', 'protein_ppName: FGF-2', 'cell_clName: HCC1187', 'ligandConcentration: 100.0')	64849.54033	65518.70366	58750.98105	26445.37025	22640.47217	18835.65188		
('114925 460', 'protein_ppName: FGF-2', 'cell_clName: HCC1500', 'ligandConcentration: 1.0')	1907.899568	1244.241173	1244.241173	7495.040245	3077.164256	10238.68133		
('114926 461', 'protein_ppName: FGF-2', 'cell_clName: HCC1500', 'ligandConcentration: 100.0')	1244.241173	1930.124992	1244.241173	18848.31329	11981.40438	10363.61377		
('114927 462', 'protein_ppName: FGF-2', 'cell_clName: MCF 10A', 'ligandConcentration: 1.0')	3292.749654	3492.679139	2684.559606	5409.445689	4525.576989	2594.882966		
('114928 463', 'protein_ppName: FGF-2', 'cell_clName: MCF 10A', 'ligandConcentration: 100.0')	3782.178171	2501.860511	3338.887227	7003.16232	2469.213398	2673.290322		
('114929 464', 'protein_ppName: FGF-2', 'cell_clName: MCF 10F', 'ligandConcentration: 1.0')	2504.257487	1777.094709	3293.95523	3586.458542	407.4253875	407.4253875		
('114930 465', 'protein_ppName: FGF-2', 'cell_clName: MCF 10F', 'ligandConcentration: 100.0')	2921.742982	1839.21622	2326.472131	4078.723153	407.4253875	407.4253875		
('114931 466', 'protein_ppName: FGF-2', 'cell_clName: MCF12A', 'ligandConcentration: 1.0')	2623.56236	2124.096962	2322.409992	8526.060141	9946.913379	11121.3729		
('114932 467', 'protein_ppName: FGF-2', 'cell_clName: MCF12A', 'ligandConcentration: 100.0')	3145.777349	1953.102088	2411.63687	17863.4867	14379.52082	15117.57496		
('114933 468', 'protein_ppName: HGF', 'cell_clName: MCF7', 'ligandConcentration: 1.0')	2213.520106	1353.178512	2184.66787	248.7780028	248.7780028	248.7780028		
('114934 469', 'protein_ppName: HGF', 'cell_clName: MCF7', 'ligandConcentration: 100.0')	1500.27246	2108.812717	2600.769579	4277.869686	1408.012588	248.7780028		
('114935 470', 'protein_ppName: HGF', 'cell_clName: SK-BR-3', 'ligandConcentration: 1.0')	10625.98243	10761.80971	10574.18279	3504.203521	2173.008132	4773.109527		
('114936 471', 'protein_ppName: HGF', 'cell_clName: SK-BR-3', 'ligandConcentration: 100.0')	12369.03395	12337.7193	9658.098894	23976.6746	6856.121622	4853.738881		
('114937 472', 'protein_ppName: HGF', 'cell_clName: MDA-MB-231', 'ligandConcentration: 1.0')	1594.03447	547.0725358	547.0725358	1610.315651	1607.123514	31.58511031		
('114938 473', 'protein_ppName: HGF', 'cell_clName: MDA-MB-231', 'ligandConcentration: 100.0')	7582.797796	2885.851223	3471.788612	15611.96445	13554.94456	8613.135136		
('114939 474', 'protein_ppName: HGF', 'cell_clName: AU565', 'ligandConcentration: 1.0')	8534.87323	7554.995042	10227.23566	12676.78104	10432.90917	9286.930332		
('114940 475', 'protein_ppName: HGF', 'cell_clName: AU565', 'ligandConcentration: 100.0')	15609.77042	15024.35776	15321.31114	40834.59781	22351.96338	21520.23125		
('114941 476', 'protein_ppName: HGF', 'cell_clName: BT-20', 'ligandConcentration: 1.0')	6935.921249	8184.730814	9077.714881	554.9500292	1782.33088	1336.999175		
('114942 477', 'protein_ppName: HGF', 'cell_clName: BT-20', 'ligandConcentration: 100.0')	18210.41982	17582.09008	17194.64063	27642.24354	24111.81721	17328.15236		
('114943 478', 'protein_ppName: HGF', 'cell_clName: BT-474', 'ligandConcentration: 1.0')	19149.19667	18526.09633	22975.65996	9972.846417	8753.253706	9899.021476		
('114944 479', 'protein_ppName: HGF', 'cell_clName: BT-474', 'ligandConcentration: 100.0')	25777.10649	21101.16334	22307.46927	20960.87432	13305.68782	11892.76264		
('114945 480', 'protein_ppName: HGF', 'cell_clName: BT-483', 'ligandConcentration: 1.0')	3178.229671	1656.624664	2264.226987	1734.103633	281.9715551	281.9715551		
('114946 481', 'protein_ppName: HGF', 'cell_clName: BT-483', 'ligandConcentration: 100.0')	1934.275691	1036.160565	2517.685627	281.9715551	281.9715551	281.9715551		
('114947 482', 'protein_ppName: HGF', 'cell_clName: BT-549', 'ligandConcentration: 1.0')	12109.44579	12497.44778	12906.19017	2840.631503	3184.298053	3464.360882		
('114948 483', 'protein_ppName: HGF', 'cell_clName: BT-549', 'ligandConcentration: 100.0')	34419.26666	31790.51895	29626.47356	24980.8408	24018.68563	14803.3719		
('114949 484', 'protein_ppName: HGF', 'cell_clName: CAMA-1', 'ligandConcentration: 1.0')	5558.400791	3925.392722	4777.848064	70.21348513	70.21348513	70.21348513		
('114950 485', 'protein_ppName: HGF', 'cell_clName: CAMA-1', 'ligandConcentration: 100.0')	4307.68441	3743.406963	4808.165513	70.21348513	70.21348513	70.21348513		
('114951 486', 'protein_ppName: HGF', 'cell_clName: HCC1395', 'ligandConcentration: 1.0')	10779.62182	10659.68633	12120.18282	2294.37206	2294.37206	2294.37206		
('114952 487', 'protein_ppName: HGF', 'cell_clName: HCC1395', 'ligandConcentration: 100.0')	18153.86058	21027.69945	16972.57288	10294.36321	2294.37206	2294.37206		
('114953 488', 'protein_ppName: HGF', 'cell_clName: HCC1419', 'ligandConcentration: 1.0')	18903.29917	18346.3535	25433.99046	24037.17754	24175.29572	26443.44347		
('114954 489', 'protein_ppName: HGF', 'cell_clName: HCC1419', 'ligandConcentration: 100.0')	22618.34729	19132.16454	27185.50951	28330.92328	27982.47459	25230.13272		
('114955 490', 'protein_ppName: HGF', 'cell_clName: HCC1428', 'ligandConcentration: 1.0')	1040.118819	1040.118819	1679.276292	103.8606935	103.8606935	103.8606935		
('114956 491', 'protein_ppName: HGF', 'cell_clName: HCC1428', 'ligandConcentration: 100.0')	1040.118819	1040.118819	1703.015772	103.8606935	103.8606935	379.156317		
('114957 492', 'protein_ppName: HGF', 'cell_clName: HCC1569', 'ligandConcentration: 1.0')	16621.15227	16704.71358	19928.12828	5313.353428	5676.240157	6348.657288		
('114958 493', 'protein_ppName: HGF', 'cell_clName: HCC1569', 'ligandConcentration: 100.0')	36147.32353	34474.60938	57001.54791	31652.96677	23263.05873	18698.84708		
('114959 494', 'protein_ppName: HGF', 'cell_clName: HCC1806', 'ligandConcentration: 1.0')	7286.119713	6991.033695	7739.702291	6172.33176	6553.214804	7384.261419		
('114960 495', 'protein_ppName: HGF', 'cell_clName: HCC1806', 'ligandConcentration: 100.0')	23457.25581	29377.84795	31732.59742	52334.44338	53665.29624	43699.03925		
('114961 496', 'protein_ppName: HGF', 'cell_clName: HCC1937', 'ligandConcentration: 1.0')	1973.226117	1722.305252	2833.564753	1550.23964	1555.401938	1156.986949		
('114962 497', 'protein_ppName: HGF', 'cell_clName: HCC1937', 'ligandConcentration: 100.0')	14984.7525	12393.98799	14973.92072	42667.41094	29732.62212	20090.11311		
('114963 498', 'protein_ppName: HGF', 'cell_clName: HCC1954', 'ligandConcentration: 1.0')	4197.785415	2918.430443	5582.634425	13238.10408	9213.050771	11188.71158		
('114964 499', 'protein_ppName: HGF', 'cell_clName: HCC1954', 'ligandConcentration: 100.0')	4387.876586	3519.595034	5034.469231	22533.23116	15694.31099	12113.583		
('114965 500', 'protein_ppName: HGF', 'cell_clName: HCC202', 'ligandConcentration: 1.0')	39220.02778	51958.09606	53152.63727	4966.890784	5562.820078	5654.519123		
('114966 501', 'protein_ppName: HGF', 'cell_clName: HCC202', 'ligandConcentration: 100.0')	55051.12227	57419.46544	54929.26676	40035.96877	39091.1709	20882.61285		
('114967 502', 'protein_ppName: HGF', 'cell_clName: HCC38', 'ligandConcentration: 1.0')	2708.420622	3444.456837	3957.455768	1370.15936	2393.034711	1811.216532		
('114968 503', 'protein_ppName: HGF', 'cell_clName: HCC38', 'ligandConcentration: 100.0')	13845.79339	8425.183739	6572.511947	34214.36422	11878.53942	3162.459016		
('114969 504', 'protein_ppName: HGF', 'cell_clName: HCC70', 'ligandConcentration: 1.0')	11673.17371	15595.10302	16800.00292	389.867648	389.867648	629.0372862		
('114970 505', 'protein_ppName: HGF', 'cell_clName: HCC70', 'ligandConcentration: 100.0')	43397.13578	56481.52274	59613.95145	21381.12776	9553.080479	6899.171294		
('114971 506', 'protein_ppName: HGF', 'cell_clName: Hs 578T', 'ligandConcentration: 1.0')	4878.352706	5064.264859	4602.217118	4172.704662	5261.585657	5558.133281		
('114972 507', 'protein_ppName: HGF', 'cell_clName: Hs 578T', 'ligandConcentration: 100.0')	45005.92071	52384.04873	31940.10356	40933.44716	39170.94423	15880.29246		
('114973 508', 'protein_ppName: HGF', 'cell_clName: MDA-MB-134-VI', 'ligandConcentration: 1.0')	842.221377	842.221377	842.221377	1407.067431	1174.988074	1172.474579		
('114974 509', 'protein_ppName: HGF', 'cell_clName: MDA-MB-134-VI', 'ligandConcentration: 100.0')	842.221377	842.221377	842.221377	1210.775453	1033.693756	2221.260227		
('114975 510', 'protein_ppName: HGF', 'cell_clName: MDA-MB-157', 'ligandConcentration: 1.0')	1069.931871	1069.931871	1069.931871	252.4573021	252.4573021	252.4573021		
('114976 511', 'protein_ppName: HGF', 'cell_clName: MDA-MB-157', 'ligandConcentration: 100.0')	1069.931871	1069.931871	1069.931871	2255.725738	577.6398343	252.4573021		
('114977 512', 'protein_ppName: HGF', 'cell_clName: MDA-MB-175-VII', 'ligandConcentration: 1.0')	12805.43172	13176.66303	14097.18566	24011.89087	25479.53977	25078.59361		
('114978 513', 'protein_ppName: HGF', 'cell_clName: MDA-MB-175-VII', 'ligandConcentration: 100.0')	12822.12814	16112.80369	15207.60373	23567.51883	24968.86312	26100.76297		
('114979 514', 'protein_ppName: HGF', 'cell_clName: MDA-MB-361', 'ligandConcentration: 1.0')	2116.642973	1567.351615	751.2088921	166.1702235	166.1702235	166.1702235		
('114980 515', 'protein_ppName: HGF', 'cell_clName: MDA-MB-361', 'ligandConcentration: 100.0')	1567.249838	751.2088921	1604.296726	166.1702235	166.1702235	166.1702235		
('114981 516', 'protein_ppName: HGF', 'cell_clName: MDA-MB-415', 'ligandConcentration: 1.0')	23075.69561	29711.72465	32530.8823	43.43729105	43.43729105	43.43729105		
('114982 517', 'protein_ppName: HGF', 'cell_clName: MDA-MB-415', 'ligandConcentration: 100.0')	29641.99035	35984.99443	32790.80107	3456.38085	1384.386766	463.4667623		
('114983 518', 'protein_ppName: HGF', 'cell_clName: MDA-MB-436', 'ligandConcentration: 1.0')	4569.344003	2972.415296	4650.630636	2360.487221	4067.775259	3768.065136		
('114984 519', 'protein_ppName: HGF', 'cell_clName: MDA-MB-436', 'ligandConcentration: 100.0')	7423.806656	8313.551901	15769.26854	16295.96641	20249.90596	19489.99554		
('114985 520', 'protein_ppName: HGF', 'cell_clName: MDA-MB-453', 'ligandConcentration: 1.0')	5650.958327	5630.815653	6186.451313	1460.546285	1418.190133	2052.714192		
('114986 521', 'protein_ppName: HGF', 'cell_clName: MDA-MB-453', 'ligandConcentration: 100.0')	5844.630137	5578.343987	7565.217344	1635.673707	1830.503382	3003.74822		
('114987 522', 'protein_ppName: HGF', 'cell_clName: MDA-MB-468', 'ligandConcentration: 1.0')	17519.50417	22732.39232	27085.0298	7434.96645	6688.899047	4906.421309		
('114988 523', 'protein_ppName: HGF', 'cell_clName: MDA-MB-468', 'ligandConcentration: 100.0')	50685.58433	56449.80519	63945.86663	48789.05953	41602.79984	20600.97705		
('114989 524', 'protein_ppName: HGF', 'cell_clName: T47D', 'ligandConcentration: 1.0')	6061.375344	5831.17613	6118.992667	1362.420435	1258.612484	1576.642297		
('114990 525', 'protein_ppName: HGF', 'cell_clName: T47D', 'ligandConcentration: 100.0')	5838.288269	5841.889352	6731.986974	2795.33546	1961.401443	1933.059741		
('114991 526', 'protein_ppName: HGF', 'cell_clName: UACC-812', 'ligandConcentration: 1.0')	3250.952793	4204.530871	4126.367123	24874.26092	26346.16937	27651.32226		
('114992 527', 'protein_ppName: HGF', 'cell_clName: UACC-812', 'ligandConcentration: 100.0')	3360.539153	4267.670682	3978.189869	25700.24843	26406.34491	27183.75033		
('114993 528', 'protein_ppName: HGF', 'cell_clName: UACC-893', 'ligandConcentration: 1.0')	24694.19104	26018.48588	26635.13573	2073.098393	2073.098393	2073.098393		
('114994 529', 'protein_ppName: HGF', 'cell_clName: UACC-893', 'ligandConcentration: 100.0')	25432.95188	25787.41595	28120.03541	3169.639663	2073.098393	2073.098393		
('114995 530', 'protein_ppName: HGF', 'cell_clName: ZR-75-1', 'ligandConcentration: 1.0')	4366.394544	2742.144549	4292.108157	1129.587369	147.9685542	639.8619018		
('114996 531', 'protein_ppName: HGF', 'cell_clName: ZR-75-1', 'ligandConcentration: 100.0')	6656.600145	4041.428017	3635.037784	6062.590791	1270.35678	618.57957		
('114997 532', 'protein_ppName: HGF', 'cell_clName: ZR-75-30', 'ligandConcentration: 1.0')	6560.566368	5936.818787	7068.024093	15977.53959	16031.61147	17605.62051		
('114998 533', 'protein_ppName: HGF', 'cell_clName: ZR-75-30', 'ligandConcentration: 100.0')	8452.409724	6848.487373	7839.754782	21151.27356	17087.55929	17557.35753		
('114999 534', 'protein_ppName: HGF', 'cell_clName: 184B5', 'ligandConcentration: 1.0')	4927.987394	5697.896825	4692.133455	11976.24156	13243.29311	9781.066677		
('115000 535', 'protein_ppName: HGF', 'cell_clName: 184B5', 'ligandConcentration: 100.0')	36577.00608	27328.69698	24089.32833	46444.11024	51674.97785	32668.60126		
('115001 536', 'protein_ppName: HGF', 'cell_clName: HCC1187', 'ligandConcentration: 1.0')	14678.49488	15151.65774	17344.15751	248.3144238	248.3144238	248.3144238		
('115002 537', 'protein_ppName: HGF', 'cell_clName: HCC1187', 'ligandConcentration: 100.0')	18623.30358	15872.81544	16429.25385	3960.56282	2371.173046	1502.447683		
('115003 538', 'protein_ppName: HGF', 'cell_clName: HCC1500', 'ligandConcentration: 1.0')	1244.241173	1244.241173	2638.450016	3077.164256	3077.164256	3077.164256		
('115004 539', 'protein_ppName: HGF', 'cell_clName: HCC1500', 'ligandConcentration: 100.0')	1244.241173	1244.241173	2927.704202	3077.164256	3077.164256	3077.164256		
('115005 540', 'protein_ppName: HGF', 'cell_clName: MCF 10A', 'ligandConcentration: 1.0')	4494.03536	2372.418986	4108.985982	3364.102688	2296.630095	2435.541794		
('115006 541', 'protein_ppName: HGF', 'cell_clName: MCF 10A', 'ligandConcentration: 100.0')	32256.60811	18540.79044	9517.192456	22716.51919	17935.84845	9179.794083		
('115007 542', 'protein_ppName: HGF', 'cell_clName: MCF 10F', 'ligandConcentration: 1.0')	2613.202699	2154.165045	1762.520445	407.4253875	407.4253875	407.4253875		
('115008 543', 'protein_ppName: HGF', 'cell_clName: MCF 10F', 'ligandConcentration: 100.0')	13973.17011	9249.764646	6473.418917	28760.85312	20666.01967	17621.79808		
('115009 544', 'protein_ppName: HGF', 'cell_clName: MCF12A', 'ligandConcentration: 1.0')	2131.555844	1065.123717	1225.676156	6428.94439	7545.540676	10024.06436		
('115010 545', 'protein_ppName: HGF', 'cell_clName: MCF12A', 'ligandConcentration: 100.0')	4645.105904	3258.126762	2103.118856	24253.65548	23754.10607	21893.62746		
('115011 546', 'protein_ppName: HRG', 'cell_clName: MCF7', 'ligandConcentration: 1.0')	6219.049875	8011.875395	13007.71884	42413.50645	41424.06612	20176.47811		
('115012 547', 'protein_ppName: HRG', 'cell_clName: MCF7', 'ligandConcentration: 100.0')	45916.9995	47213.2518	17808.31133	84643.53989	84276.91538	17882.03973		
('115013 548', 'protein_ppName: HRG', 'cell_clName: SK-BR-3', 'ligandConcentration: 1.0')	38471.61857	50741.61046	53391.35147	32072.96408	35651.34899	24863.5975		
('115014 549', 'protein_ppName: HRG', 'cell_clName: SK-BR-3', 'ligandConcentration: 100.0')	60432.1888	58207.54412	56590.2731	41439.13026	36059.48462	23706.80145		
('115015 550', 'protein_ppName: HRG', 'cell_clName: MDA-MB-231', 'ligandConcentration: 1.0')	3021.816748	2475.422341	1665.862571	1018.868219	1084.515206	369.9970213		
