	('auc 0',)
('491131 481', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.7215
('491132 482', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.67268
('491133 483', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.7377
('491134 484', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10031', 'smallmolecule_smLincsID: LSM-1031', 'smallmolecule_smName: KIN001-043', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.89274
('491135 485', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10032', 'smallmolecule_smLincsID: LSM-1032', 'smallmolecule_smName: Saracatinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.72982
('491136 486', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10035', 'smallmolecule_smLincsID: LSM-1035', 'smallmolecule_smName: Sigma A6730', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.83065
('491137 487', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10039', 'smallmolecule_smLincsID: LSM-5431', 'smallmolecule_smName: WH-4-025', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.24661
('491138 488', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10040', 'smallmolecule_smLincsID: LSM-1040', 'smallmolecule_smName: R406', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.69491
('491139 489', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10041', 'smallmolecule_smLincsID: LSM-1041', 'smallmolecule_smName: BI-2536', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	-0.10029
('491140 490', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10045', 'smallmolecule_smLincsID: LSM-1045', 'smallmolecule_smName: A443654', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	-0.0010867
('491141 491', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10046', 'smallmolecule_smLincsID: LSM-1046', 'smallmolecule_smName: SB590885', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.98641
('491142 492', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10047', 'smallmolecule_smLincsID: LSM-1047', 'smallmolecule_smName: GDC-0941', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.52669
('491143 493', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10048', 'smallmolecule_smLincsID: LSM-1048', 'smallmolecule_smName: PD184352', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.55748
('491144 494', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	1.03
('491145 495', 'smallmolecule_smSalt: 104', 'smallmolecule_smCenterCompoundID: 10051', 'smallmolecule_smLincsID: LSM-1051', 'smallmolecule_smName: Lapatinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.92686
('491146 496', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10052', 'smallmolecule_smLincsID: LSM-1052', 'smallmolecule_smName: Rapamycin', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.62342
('491147 497', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10053', 'smallmolecule_smLincsID: LSM-1053', 'smallmolecule_smName: ZSTK474', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.47027
('491148 498', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10055', 'smallmolecule_smLincsID: LSM-1055', 'smallmolecule_smName: BX-912', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.50739
('491149 499', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10056', 'smallmolecule_smLincsID: LSM-1056', 'smallmolecule_smName: Selumetinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.44911
('491150 500', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10057', 'smallmolecule_smLincsID: LSM-1057', 'smallmolecule_smName: MK2206', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.67226
('491151 501', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10059', 'smallmolecule_smLincsID: LSM-1059', 'smallmolecule_smName: AZD-6482', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.74283
('491152 502', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10061', 'smallmolecule_smLincsID: LSM-1061', 'smallmolecule_smName: NU7441', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.72741
('491153 503', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.59781
('491154 504', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.18801
('491155 505', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10067', 'smallmolecule_smLincsID: LSM-1067', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.27645
('491156 506', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10068', 'smallmolecule_smLincsID: LSM-1068', 'smallmolecule_smName: Vemurafenib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.92554
('491157 507', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10069', 'smallmolecule_smLincsID: LSM-1069', 'smallmolecule_smName: Enzastaurin', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.99596
('491158 508', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.47814
('491159 509', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10072', 'smallmolecule_smLincsID: LSM-1072', 'smallmolecule_smName: PF562271', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.56776
('491160 510', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10073', 'smallmolecule_smLincsID: LSM-1073', 'smallmolecule_smName: PHA-793887', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.16779
('491161 511', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10075', 'smallmolecule_smLincsID: LSM-5803', 'smallmolecule_smName: QL-X-138', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.51113
('491162 512', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10077', 'smallmolecule_smLincsID: LSM-6019', 'smallmolecule_smName: QL-XII-47', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.48754
('491163 513', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10079', 'smallmolecule_smLincsID: LSM-1079', 'smallmolecule_smName: Torin1', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.11558
('491164 514', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10080', 'smallmolecule_smLincsID: LSM-1080', 'smallmolecule_smName: Torin2', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	-0.00015534
('491165 515', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10082', 'smallmolecule_smLincsID: LSM-5545', 'smallmolecule_smName: WZ-4-145', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.48319
('491166 516', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10084', 'smallmolecule_smLincsID: LSM-5970', 'smallmolecule_smName: WZ3105', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	-0.13519
('491167 517', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10086', 'smallmolecule_smLincsID: LSM-1086', 'smallmolecule_smName: XMD11-50', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.61833
('491168 518', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10087', 'smallmolecule_smLincsID: LSM-5577', 'smallmolecule_smName: XMD11-85h', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.81705
('491169 519', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10091', 'smallmolecule_smLincsID: LSM-6299', 'smallmolecule_smName: XMD16-144', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.073537
('491170 520', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10097', 'smallmolecule_smLincsID: LSM-1097', 'smallmolecule_smName: Erlotinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.8906
('491171 521', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10098', 'smallmolecule_smLincsID: LSM-1098', 'smallmolecule_smName: Gefitinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.96501
('491172 522', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.90817
('491173 523', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10100', 'smallmolecule_smLincsID: LSM-36386', 'smallmolecule_smName: JNK-9L', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.56332
('491174 524', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10101', 'smallmolecule_smLincsID: LSM-1101', 'smallmolecule_smName: PD0325901', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.28831
('491175 525', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10101', 'smallmolecule_smLincsID: LSM-1101', 'smallmolecule_smName: PD0325901', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.26615
('491176 526', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10108', 'smallmolecule_smLincsID: LSM-1108', 'smallmolecule_smName: Geldanamycin', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.19901
('491177 527', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10108', 'smallmolecule_smLincsID: LSM-1108', 'smallmolecule_smName: Geldanamycin', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.18805
('491178 528', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10109', 'smallmolecule_smLincsID: LSM-1109', 'smallmolecule_smName: YM 201636', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.77298
('491179 529', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10111', 'smallmolecule_smLincsID: LSM-1111', 'smallmolecule_smName: TWS119', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.74771
('491180 530', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10112', 'smallmolecule_smLincsID: LSM-1112', 'smallmolecule_smName: PF477736', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.25021
('491181 531', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10115', 'smallmolecule_smLincsID: LSM-1115', 'smallmolecule_smName: LDN-193189', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.58391
('491182 532', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10116', 'smallmolecule_smLincsID: LSM-1116', 'smallmolecule_smName: PF431396', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.39112
('491183 533', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10117', 'smallmolecule_smLincsID: LSM-1117', 'smallmolecule_smName: Celastrol', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.46621
('491184 534', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10119', 'smallmolecule_smLincsID: LSM-1119', 'smallmolecule_smName: SU11274', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.80381
('491185 535', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10120', 'smallmolecule_smLincsID: LSM-1120', 'smallmolecule_smName: Canertinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.74514
('491186 536', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10122', 'smallmolecule_smLincsID: LSM-1122', 'smallmolecule_smName: NVP-AEW541', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.86943
('491187 537', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10125', 'smallmolecule_smLincsID: LSM-1125', 'smallmolecule_smName: PHA-665752', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.79771
('491188 538', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10126', 'smallmolecule_smLincsID: LSM-1126', 'smallmolecule_smName: PI103', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.28976
('491189 539', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10127', 'smallmolecule_smLincsID: LSM-1127', 'smallmolecule_smName: Dovitinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.41017
('491190 540', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10128', 'smallmolecule_smLincsID: LSM-1128', 'smallmolecule_smName: GSK 690693', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.75481
('491191 541', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10132', 'smallmolecule_smLincsID: LSM-1132', 'smallmolecule_smName: BMS-387032', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.012684
('491192 542', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10133', 'smallmolecule_smLincsID: LSM-5742', 'smallmolecule_smName: Afatinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.7393
('491193 543', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10134', 'smallmolecule_smLincsID: LSM-1134', 'smallmolecule_smName: GSK1904529A', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.95311
('491194 544', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10135', 'smallmolecule_smLincsID: LSM-1135', 'smallmolecule_smName: Linsitinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.94167
('491195 545', 'smallmolecule_smSalt: 105', 'smallmolecule_smCenterCompoundID: 10138', 'smallmolecule_smLincsID: LSM-1139', 'smallmolecule_smName: Ruxolitinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.91592
('491196 546', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10140', 'smallmolecule_smLincsID: LSM-1141', 'smallmolecule_smName: CYT387', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.6126
('491197 547', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10141', 'smallmolecule_smLincsID: LSM-1142', 'smallmolecule_smName: TG 101348', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.60234
('491198 548', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10142', 'smallmolecule_smLincsID: LSM-1143', 'smallmolecule_smName: Trametinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.20345
('491199 549', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	-0.016983
('491200 550', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10147', 'smallmolecule_smLincsID: LSM-1148', 'smallmolecule_smName: Buparlisib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.37009
('491201 551', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10148', 'smallmolecule_smLincsID: LSM-1149', 'smallmolecule_smName: XL147', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.95778
('491202 552', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10149', 'smallmolecule_smLincsID: LSM-1150', 'smallmolecule_smName: Y39983', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.65307
('491203 553', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10151', 'smallmolecule_smLincsID: LSM-1152', 'smallmolecule_smName: Nintedanib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.59776
('491204 554', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10157', 'smallmolecule_smLincsID: LSM-1158', 'smallmolecule_smName: Foretinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.39552
('491205 555', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10158', 'smallmolecule_smLincsID: LSM-1159', 'smallmolecule_smName: AZD 5438', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.25976
('491206 556', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10159', 'smallmolecule_smLincsID: LSM-1160', 'smallmolecule_smName: Pelitinib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.67117
('491207 557', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10161', 'smallmolecule_smLincsID: LSM-1162', 'smallmolecule_smName: NVP-AUY922', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.071743
('491208 558', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10164', 'smallmolecule_smLincsID: LSM-1165', 'smallmolecule_smName: AZD8330', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.21671
('491209 559', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10171', 'smallmolecule_smLincsID: LSM-1172', 'smallmolecule_smName: TGX221', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.82042
('491210 560', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10172', 'smallmolecule_smLincsID: LSM-1173', 'smallmolecule_smName: GSK1059615', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.44562
('491211 561', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10172', 'smallmolecule_smLincsID: LSM-1173', 'smallmolecule_smName: GSK1059615', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.47333
('491212 562', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10177', 'smallmolecule_smLincsID: LSM-1178', 'smallmolecule_smName: Brivanib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.92322
('491213 563', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10180', 'smallmolecule_smLincsID: LSM-1181', 'smallmolecule_smName: CHIR-99021', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.873
('491214 564', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10182', 'smallmolecule_smLincsID: LSM-1183', 'smallmolecule_smName: Linifanib', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.9276
('491215 565', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10190', 'smallmolecule_smLincsID: LSM-1191', 'smallmolecule_smName: PIK-93', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.78186
('491216 566', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10232', 'smallmolecule_smLincsID: LSM-4255', 'smallmolecule_smName: BEZ235', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.15712
('491217 567', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10233', 'smallmolecule_smLincsID: LSM-4256', 'smallmolecule_smName: BYL719', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.81953
('491218 568', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.30204
('491219 569', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	-0.18449
('491220 570', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	-0.18533
('491221 571', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.53651
('491222 572', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.51308
('491223 573', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP5')	0.43042
('491224 574', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50238', 'cell_clName: Hs 578T', 'ljpLibraryPlate: LJP6')	0.4053
('491225 575', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10001', 'smallmolecule_smLincsID: LSM-1001', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.87627
('491226 576', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10004', 'smallmolecule_smLincsID: LSM-1004', 'smallmolecule_smName: AT-7519', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.22725
