	('cellCount 0',)	('relativeCellCount 1',)	('relativeGrowth 2',)
('MK2206 1003', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.76776695297', 'replicate: 2', 'experimentDate: 2014-04-08')	4709.0		
('MK2206 1004', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: 2', 'experimentDate: 2014-04-08')	4501.0		
('MK2206 1005', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.53553390593', 'replicate: 2', 'experimentDate: 2014-04-08')	4860.0		
('MK2206 1006', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: 2', 'experimentDate: 2014-04-08')	4714.0		
('MK2206 1007', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.07106781187', 'replicate: 2', 'experimentDate: 2014-04-08')	4733.0		
('MK2206 1008', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: 2', 'experimentDate: 2014-04-08')	4309.0		
('MK2206 1009', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421356237', 'replicate: 2', 'experimentDate: 2014-04-08')	3490.0		
('MK2206 1010', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: 2', 'experimentDate: 2014-04-08')	1784.0		
('MK2206 1011', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: 2', 'experimentDate: 2014-04-08')	615.0		
('MK2206 1012', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: 3', 'experimentDate: 2014-04-08')	4879.0		
('MK2206 1013', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0283333333333', 'replicate: 3', 'experimentDate: 2014-04-08')	4589.0		
('MK2206 1014', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0383333333333', 'replicate: 3', 'experimentDate: 2014-04-08')	4709.0		
('MK2206 1015', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: 3', 'experimentDate: 2014-04-08')	4358.0		
('MK2206 1016', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.0783333333333', 'replicate: 3', 'experimentDate: 2014-04-08')	4748.0		
('MK2206 1017', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.11048543456', 'replicate: 3', 'experimentDate: 2014-04-08')	4270.0		
('MK2206 1018', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: 3', 'experimentDate: 2014-04-08')	4022.0		
('MK2206 1019', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.220970869121', 'replicate: 3', 'experimentDate: 2014-04-08')	4514.0		
('MK2206 1020', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: 3', 'experimentDate: 2014-04-08')	4382.0		
('MK2206 1021', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.441941738242', 'replicate: 3', 'experimentDate: 2014-04-08')	4082.0		
('MK2206 1022', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: 3', 'experimentDate: 2014-04-08')	4340.0		
('MK2206 1023', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.883883476483', 'replicate: 3', 'experimentDate: 2014-04-08')	4137.0		
('MK2206 1024', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: 3', 'experimentDate: 2014-04-08')	4689.0		
('MK2206 1025', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.76776695297', 'replicate: 3', 'experimentDate: 2014-04-08')	4331.0		
('MK2206 1026', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: 3', 'experimentDate: 2014-04-08')	3954.0		
('MK2206 1027', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.53553390593', 'replicate: 3', 'experimentDate: 2014-04-08')	4558.0		
('MK2206 1028', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: 3', 'experimentDate: 2014-04-08')	3988.0		
('MK2206 1029', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.07106781187', 'replicate: 3', 'experimentDate: 2014-04-08')	3887.0		
('MK2206 1030', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: 3', 'experimentDate: 2014-04-08')	3919.0		
('MK2206 1031', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421356237', 'replicate: 3', 'experimentDate: 2014-04-08')	3089.0		
('MK2206 1032', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: 3', 'experimentDate: 2014-04-08')	715.0		
('MK2206 1033', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: 3', 'experimentDate: 2014-04-08')	448.0		
('MK2206 1034', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.02', 'replicate: ', 'experimentDate: 2014-04-08')		1.0091	1.0136
('MK2206 1035', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.028333', 'replicate: ', 'experimentDate: 2014-04-08')		0.88876	0.83068
('MK2206 1036', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.038333', 'replicate: ', 'experimentDate: 2014-04-08')		0.98432	0.97619
('MK2206 1037', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.055', 'replicate: ', 'experimentDate: 2014-04-08')		0.8714	0.805
('MK2206 1038', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.078333', 'replicate: ', 'experimentDate: 2014-04-08')		1.0169	1.0256
('MK2206 1039', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.11049', 'replicate: ', 'experimentDate: 2014-04-08')		0.967	0.95008
('MK2206 1040', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.15625', 'replicate: ', 'experimentDate: 2014-04-08')		0.9032	0.85326
('MK2206 1041', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.22097', 'replicate: ', 'experimentDate: 2014-04-08')		0.92419	0.88524
('MK2206 1042', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.3125', 'replicate: ', 'experimentDate: 2014-04-08')		0.94663	0.91902
('MK2206 1043', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.44194', 'replicate: ', 'experimentDate: 2014-04-08')		0.89782	0.84485
('MK2206 1044', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.625', 'replicate: ', 'experimentDate: 2014-04-08')		0.91879	0.87667
('MK2206 1045', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 0.88388', 'replicate: ', 'experimentDate: 2014-04-08')		0.91591	0.87231
('MK2206 1046', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.25', 'replicate: ', 'experimentDate: 2014-04-08')		0.99908	0.99869
('MK2206 1047', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 1.7678', 'replicate: ', 'experimentDate: 2014-04-08')		0.93555	0.90211
('MK2206 1048', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 2.5', 'replicate: ', 'experimentDate: 2014-04-08')		0.80586	0.70495
('MK2206 1049', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 3.5355', 'replicate: ', 'experimentDate: 2014-04-08')		0.88153	0.81966
('MK2206 1050', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 5', 'replicate: ', 'experimentDate: 2014-04-08')		0.94103	0.91065
('MK2206 1051', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 7.0711', 'replicate: ', 'experimentDate: 2014-04-08')		0.9015	0.85051
('MK2206 1052', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 10', 'replicate: ', 'experimentDate: 2014-04-08')		0.82811	0.73895
('MK2206 1053', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 14.1421', 'replicate: ', 'experimentDate: 2014-04-08')		0.51105	0.25705
('MK2206 1054', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 20', 'replicate: ', 'experimentDate: 2014-04-08')		0.2415	-0.15117
('MK2206 1055', 'smSalt: 102.0', 'smName: MK2206', 'clName: MDA-MB-231', 'drugConcentration: 22', 'replicate: ', 'experimentDate: 2014-04-08')		0.1135	-0.34533
('WYE-125132 1056', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000166666666667', 'replicate: 1', 'experimentDate: 2014-03-19')	9967.0		
('WYE-125132 1057', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000208333333333', 'replicate: 1', 'experimentDate: 2014-03-19')	10056.0		
('WYE-125132 1058', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000333333333333', 'replicate: 1', 'experimentDate: 2014-03-19')	10187.0		
('WYE-125132 1059', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000458333333333', 'replicate: 1', 'experimentDate: 2014-03-19')	10209.0		
('WYE-125132 1060', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000625', 'replicate: 1', 'experimentDate: 2014-03-19')	10455.0		
('WYE-125132 1061', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000875', 'replicate: 1', 'experimentDate: 2014-03-19')	10609.0		
('WYE-125132 1062', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00125', 'replicate: 1', 'experimentDate: 2014-03-19')	10537.0		
('WYE-125132 1063', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00175', 'replicate: 1', 'experimentDate: 2014-03-19')	10585.0		
('WYE-125132 1064', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0025', 'replicate: 1', 'experimentDate: 2014-03-19')	10679.0		
('WYE-125132 1065', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00353553390593', 'replicate: 1', 'experimentDate: 2014-03-19')	11549.0		
('WYE-125132 1066', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.005', 'replicate: 1', 'experimentDate: 2014-03-19')	10985.0		
('WYE-125132 1067', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00707106781187', 'replicate: 1', 'experimentDate: 2014-03-19')	10510.0		
('WYE-125132 1068', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.01', 'replicate: 1', 'experimentDate: 2014-03-19')	10564.0		
('WYE-125132 1069', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0141421356237', 'replicate: 1', 'experimentDate: 2014-03-19')	10461.0		
('WYE-125132 1070', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.02', 'replicate: 1', 'experimentDate: 2014-03-19')	10175.0		
('WYE-125132 1071', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0282842712475', 'replicate: 1', 'experimentDate: 2014-03-19')	10422.0		
('WYE-125132 1072', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.04', 'replicate: 1', 'experimentDate: 2014-03-19')	10465.0		
('WYE-125132 1073', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0565685424949', 'replicate: 1', 'experimentDate: 2014-03-19')	9744.0		
('WYE-125132 1074', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.08', 'replicate: 1', 'experimentDate: 2014-03-19')	9295.0		
('WYE-125132 1075', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.11313708499', 'replicate: 1', 'experimentDate: 2014-03-19')	8579.0		
('WYE-125132 1076', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.16', 'replicate: 1', 'experimentDate: 2014-03-19')	8020.0		
('WYE-125132 1077', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.22627416998', 'replicate: 1', 'experimentDate: 2014-03-19')	7668.0		
('WYE-125132 1078', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000166666666667', 'replicate: 2', 'experimentDate: 2014-03-19')	10378.0		
('WYE-125132 1079', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000208333333333', 'replicate: 2', 'experimentDate: 2014-03-19')	10943.0		
('WYE-125132 1080', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000333333333333', 'replicate: 2', 'experimentDate: 2014-03-19')	10034.0		
('WYE-125132 1081', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000458333333333', 'replicate: 2', 'experimentDate: 2014-03-19')	10945.0		
('WYE-125132 1082', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000625', 'replicate: 2', 'experimentDate: 2014-03-19')	10306.0		
('WYE-125132 1083', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000875', 'replicate: 2', 'experimentDate: 2014-03-19')	11108.0		
('WYE-125132 1084', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00125', 'replicate: 2', 'experimentDate: 2014-03-19')	10974.0		
('WYE-125132 1085', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00175', 'replicate: 2', 'experimentDate: 2014-03-19')	11480.0		
('WYE-125132 1086', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0025', 'replicate: 2', 'experimentDate: 2014-03-19')	10880.0		
('WYE-125132 1087', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00353553390593', 'replicate: 2', 'experimentDate: 2014-03-19')	9987.0		
('WYE-125132 1088', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.005', 'replicate: 2', 'experimentDate: 2014-03-19')	11925.0		
('WYE-125132 1089', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00707106781187', 'replicate: 2', 'experimentDate: 2014-03-19')	10982.0		
('WYE-125132 1090', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.01', 'replicate: 2', 'experimentDate: 2014-03-19')	11248.0		
('WYE-125132 1091', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0141421356237', 'replicate: 2', 'experimentDate: 2014-03-19')	10126.0		
('WYE-125132 1092', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.02', 'replicate: 2', 'experimentDate: 2014-03-19')	10575.0		
('WYE-125132 1093', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0282842712475', 'replicate: 2', 'experimentDate: 2014-03-19')	10370.0		
('WYE-125132 1094', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.04', 'replicate: 2', 'experimentDate: 2014-03-19')	10781.0		
('WYE-125132 1095', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0565685424949', 'replicate: 2', 'experimentDate: 2014-03-19')	9907.0		
('WYE-125132 1096', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.08', 'replicate: 2', 'experimentDate: 2014-03-19')	9809.0		
('WYE-125132 1097', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.11313708499', 'replicate: 2', 'experimentDate: 2014-03-19')	8794.0		
('WYE-125132 1098', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.16', 'replicate: 2', 'experimentDate: 2014-03-19')	8549.0		
('WYE-125132 1099', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.22627416998', 'replicate: 2', 'experimentDate: 2014-03-19')	7907.0		
('WYE-125132 1100', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000166666666667', 'replicate: 3', 'experimentDate: 2014-03-19')	10005.0		
('WYE-125132 1101', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000208333333333', 'replicate: 3', 'experimentDate: 2014-03-19')	10404.0		
('WYE-125132 1102', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000333333333333', 'replicate: 3', 'experimentDate: 2014-03-19')	10551.0		
('WYE-125132 1103', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000458333333333', 'replicate: 3', 'experimentDate: 2014-03-19')	10022.0		
('WYE-125132 1104', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000625', 'replicate: 3', 'experimentDate: 2014-03-19')	10068.0		
('WYE-125132 1105', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000875', 'replicate: 3', 'experimentDate: 2014-03-19')	10658.0		
('WYE-125132 1106', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00125', 'replicate: 3', 'experimentDate: 2014-03-19')	10929.0		
('WYE-125132 1107', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00175', 'replicate: 3', 'experimentDate: 2014-03-19')	10349.0		
('WYE-125132 1108', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0025', 'replicate: 3', 'experimentDate: 2014-03-19')	10866.0		
('WYE-125132 1109', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00353553390593', 'replicate: 3', 'experimentDate: 2014-03-19')	10599.0		
('WYE-125132 1110', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.005', 'replicate: 3', 'experimentDate: 2014-03-19')	10690.0		
('WYE-125132 1111', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00707106781187', 'replicate: 3', 'experimentDate: 2014-03-19')	10996.0		
('WYE-125132 1112', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.01', 'replicate: 3', 'experimentDate: 2014-03-19')	10941.0		
('WYE-125132 1113', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0141421356237', 'replicate: 3', 'experimentDate: 2014-03-19')	10019.0		
('WYE-125132 1114', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.02', 'replicate: 3', 'experimentDate: 2014-03-19')	11234.0		
('WYE-125132 1115', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0282842712475', 'replicate: 3', 'experimentDate: 2014-03-19')	10478.0		
('WYE-125132 1116', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.04', 'replicate: 3', 'experimentDate: 2014-03-19')	10187.0		
('WYE-125132 1117', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0565685424949', 'replicate: 3', 'experimentDate: 2014-03-19')	9783.0		
('WYE-125132 1118', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.08', 'replicate: 3', 'experimentDate: 2014-03-19')	9480.0		
('WYE-125132 1119', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.11313708499', 'replicate: 3', 'experimentDate: 2014-03-19')	9051.0		
('WYE-125132 1120', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.16', 'replicate: 3', 'experimentDate: 2014-03-19')	8130.0		
('WYE-125132 1121', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.22627416998', 'replicate: 3', 'experimentDate: 2014-03-19')	7989.0		
('WYE-125132 1122', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00016667', 'replicate: ', 'experimentDate: 2014-03-19')		0.97801	0.96684
('WYE-125132 1123', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00020833', 'replicate: ', 'experimentDate: 2014-03-19')		1.0119	1.0178
('WYE-125132 1124', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00033333', 'replicate: ', 'experimentDate: 2014-03-19')		0.99173	0.9876
('WYE-125132 1125', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00045833', 'replicate: ', 'experimentDate: 2014-03-19')		1.0046	1.0068
('WYE-125132 1126', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000625', 'replicate: ', 'experimentDate: 2014-03-19')		0.99353	0.99027
('WYE-125132 1127', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.000875', 'replicate: ', 'experimentDate: 2014-03-19')		1.0433	1.0651
('WYE-125132 1128', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00125', 'replicate: ', 'experimentDate: 2014-03-19')		1.0454	1.0683
('WYE-125132 1129', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.00175', 'replicate: ', 'experimentDate: 2014-03-19')		1.0444	1.0668
('WYE-125132 1130', 'smSalt: 101.0', 'smName: WYE-125132', 'clName: HME1', 'drugConcentration: 0.0025', 'replicate: ', 'experimentDate: 2014-03-19')		1.0449	1.0676
