	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('OSI-027 3004', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E11')	1476.0	2293.0	3783.0	0.60605	0.38292
('OSI-027 3005', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E11')	1476.0	2409.0	3734.0	0.64514	0.44147
('OSI-027 3006', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E10')	1476.0	1731.0	3413.0	0.50714	0.14047
('OSI-027 3007', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E10')	1476.0	1957.0	3783.0	0.51725	0.23055
('OSI-027 3008', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E10')	1476.0	2040.0	3734.0	0.54632	0.27308
('OSI-027 3009', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E09')	1476.0	1765.0	3413.0	0.5171	0.15897
('OSI-027 3010', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E09')	1476.0	1830.0	3783.0	0.48368	0.1712
('OSI-027 3011', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E09')	1476.0	1951.0	3734.0	0.52249	0.23134
('OSI-027 3012', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E08')	1476.0	1742.0	3413.0	0.51036	0.14646
('OSI-027 3013', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E08')	1476.0	1854.0	3783.0	0.49002	0.18249
('OSI-027 3014', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E08')	1476.0	1801.0	3734.0	0.48232	0.1599
('OSI-027 3015', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E07')	1476.0	1795.0	3413.0	0.52589	0.17524
('OSI-027 3016', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E07')	1476.0	1569.0	3783.0	0.4147	0.045671
('OSI-027 3017', 'smallmolecule_smSalt: 102.0', 'smallmolecule_smName: OSI-027', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E07')	1476.0	1586.0	3734.0	0.42474	0.054792
('WYE-125132 3018', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L12')	1476.0	1405.0	3413.0	0.41163	-0.04035
('WYE-125132 3019', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L12')	1476.0	1896.0	3783.0	0.50112	0.20217
('WYE-125132 3020', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L12')	1476.0	1967.0	3734.0	0.52677	0.23888
('WYE-125132 3021', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L11')	1476.0	1393.0	3413.0	0.40811	-0.047136
('WYE-125132 3022', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L11')	1476.0	1741.0	3783.0	0.46016	0.12896
('WYE-125132 3023', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L11')	1476.0	1556.0	3734.0	0.4167	0.039848
('WYE-125132 3024', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L10')	1476.0	1095.0	3413.0	0.32081	-0.21918
('WYE-125132 3025', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L10')	1476.0	1867.0	3783.0	0.49346	0.1886
('WYE-125132 3026', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L10')	1476.0	1653.0	3734.0	0.44268	0.087911
('WYE-125132 3027', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L09')	1476.0	1243.0	3413.0	0.36417	-0.13285
('WYE-125132 3028', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L09')	1476.0	1904.0	3783.0	0.50324	0.20591
('WYE-125132 3029', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L09')	1476.0	1705.0	3734.0	0.45661	0.11338
('WYE-125132 3030', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L08')	1476.0	1145.0	3413.0	0.33545	-0.1898
('WYE-125132 3031', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L08')	1476.0	1530.0	3783.0	0.40439	0.026458
('WYE-125132 3032', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L08')	1476.0	1558.0	3734.0	0.41724	0.040847
('WYE-125132 3033', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: L07')	1476.0	1187.0	3413.0	0.34776	-0.16529
('WYE-125132 3034', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: L07')	1476.0	1686.0	3783.0	0.44562	0.10257
('WYE-125132 3035', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: WYE-125132', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: L07')	1476.0	1658.0	3734.0	0.44402	0.090369
('AZD1152-HQPA 3036', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D12')	1476.0	1428.0	3788.0	0.37692	-0.024378
('AZD1152-HQPA 3037', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D12')	1476.0	1433.0	3731.0	0.38406	-0.022223
('AZD1152-HQPA 3038', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D12')	1476.0	1424.0	3796.0	0.37507	-0.026331
('AZD1152-HQPA 3039', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D11')	1476.0	1431.0	3788.0	0.37771	-0.022871
('AZD1152-HQPA 3040', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D11')	1476.0	1403.0	3731.0	0.37602	-0.037571
('AZD1152-HQPA 3041', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D11')	1476.0	1456.0	3796.0	0.3835	-0.010318
('AZD1152-HQPA 3042', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D10')	1476.0	1433.0	3788.0	0.37824	-0.021866
('AZD1152-HQPA 3043', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D10')	1476.0	1374.0	3731.0	0.36824	-0.052486
('AZD1152-HQPA 3044', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D10')	1476.0	1454.0	3796.0	0.38297	-0.011316
('AZD1152-HQPA 3045', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D09')	1476.0	1431.0	3788.0	0.37771	-0.022871
('AZD1152-HQPA 3046', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D09')	1476.0	1371.0	3731.0	0.36744	-0.054034
('AZD1152-HQPA 3047', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D09')	1476.0	1499.0	3796.0	0.39482	0.011053
('AZD1152-HQPA 3048', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D08')	1476.0	1372.0	3788.0	0.36213	-0.052674
('AZD1152-HQPA 3049', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D08')	1476.0	1414.0	3731.0	0.37897	-0.031934
('AZD1152-HQPA 3050', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D08')	1476.0	1392.0	3796.0	0.36664	-0.042441
('AZD1152-HQPA 3051', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D07')	1476.0	1363.0	3788.0	0.35976	-0.057249
('AZD1152-HQPA 3052', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D07')	1476.0	1417.0	3731.0	0.37977	-0.030398
('AZD1152-HQPA 3053', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D07')	1476.0	1316.0	3796.0	0.34662	-0.081102
('Vemurafenib 3054', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C18')	1476.0	3766.0	3788.0	0.99402	0.9912
('Vemurafenib 3055', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C18')	1476.0	4051.0	3731.0	1.0857	1.1268
('Vemurafenib 3056', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C18')	1476.0	4186.0	3796.0	1.1026	1.1486
('Vemurafenib 3057', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C17')	1476.0	3811.0	3788.0	1.0059	1.0087
('Vemurafenib 3058', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C17')	1476.0	4021.0	3731.0	1.0777	1.1151
('Vemurafenib 3059', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C17')	1476.0	4089.0	3796.0	1.077	1.1119
('Vemurafenib 3060', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C16')	1476.0	3506.0	3788.0	0.9254	0.88911
('Vemurafenib 3061', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C16')	1476.0	3970.0	3731.0	1.064	1.095
('Vemurafenib 3062', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C16')	1476.0	4155.0	3796.0	1.0944	1.1369
('Vemurafenib 3063', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C15')	1476.0	3885.0	3788.0	1.0254	1.0373
('Vemurafenib 3064', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C15')	1476.0	3686.0	3731.0	0.98788	0.98185
('Vemurafenib 3065', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C15')	1476.0	3685.0	3796.0	0.97059	0.95666
('Vemurafenib 3066', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C14')	1476.0	3616.0	3788.0	0.95443	0.93254
('Vemurafenib 3067', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C14')	1476.0	3570.0	3731.0	0.95679	0.93502
('Vemurafenib 3068', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C14')	1476.0	3814.0	3796.0	1.0046	1.0067
('Vemurafenib 3069', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C13')	1476.0	3311.0	3788.0	0.87393	0.81123
('Vemurafenib 3070', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C13')	1476.0	3088.0	3731.0	0.82761	0.73612
('Vemurafenib 3071', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Vemurafenib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C13')	1476.0	3201.0	3796.0	0.84311	0.76452
('Enzastaurin 3072', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D18')	1476.0	4152.0	3788.0	1.0959	1.1394
('Enzastaurin 3073', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D18')	1476.0	4409.0	3731.0	1.1817	1.2659
('Enzastaurin 3074', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D18')	1476.0	4321.0	3796.0	1.1381	1.1992
('Enzastaurin 3075', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D17')	1476.0	3967.0	3788.0	1.0471	1.0688
('Enzastaurin 3076', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D17')	1476.0	4271.0	3731.0	1.1447	1.2126
('Enzastaurin 3077', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D17')	1476.0	4377.0	3796.0	1.1529	1.2201
('Enzastaurin 3078', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D16')	1476.0	3942.0	3788.0	1.0405	1.0592
('Enzastaurin 3079', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D16')	1476.0	4143.0	3731.0	1.1104	1.1629
('Enzastaurin 3080', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D16')	1476.0	4183.0	3796.0	1.1018	1.1475
('Enzastaurin 3081', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D15')	1476.0	3944.0	3788.0	1.041	1.06
('Enzastaurin 3082', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D15')	1476.0	4049.0	3731.0	1.0852	1.1261
('Enzastaurin 3083', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D15')	1476.0	4066.0	3796.0	1.0709	1.1032
('Enzastaurin 3084', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D14')	1476.0	4060.0	3788.0	1.0716	1.1044
('Enzastaurin 3085', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D14')	1476.0	4091.0	3731.0	1.0964	1.1425
('Enzastaurin 3086', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D14')	1476.0	4012.0	3796.0	1.0567	1.0827
('Enzastaurin 3087', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: D13')	1476.0	4004.0	3788.0	1.0568	1.083
('Enzastaurin 3088', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: D13')	1476.0	3728.0	3731.0	0.99914	0.99871
('Enzastaurin 3089', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Enzastaurin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: D13')	1476.0	1895.0	3796.0	0.49913	0.20089
('Palbociclib 3090', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Palbociclib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E18')	1476.0	3496.0	3413.0	1.0242	1.04
('Palbociclib 3091', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Palbociclib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E18')	1476.0	3410.0	3783.0	0.90128	0.85257
('Palbociclib 3092', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Palbociclib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E18')	1476.0	3554.0	3734.0	0.95178	0.92749
('Palbociclib 3093', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Palbociclib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E17')	1476.0	2893.0	3413.0	0.84757	0.74426
('Palbociclib 3094', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Palbociclib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E17')	1476.0	3132.0	3783.0	0.8278	0.74006
('Palbociclib 3095', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Palbociclib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E17')	1476.0	2968.0	3734.0	0.79484	0.6847
('Palbociclib 3096', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Palbociclib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E16')	1476.0	2937.0	3413.0	0.86046	0.76618
('Palbociclib 3097', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Palbociclib', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E16')	1476.0	2804.0	3783.0	0.74111	0.60387
