	('PC1Loading 0',)	('PC2Loading 1',)
(' 1009', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: pERK(T202/Y204)')	5.3885	0.61522
(' 1010', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-p90RSK(S380)')	0.08809	-0.7332
(' 1011', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-0.20617	-0.65355
(' 1012', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-AKT(T308)')	-0.86416	-2.2251
(' 1013', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-AKT(S473)')	-1.279	-1.0883
(' 1014', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-mTOR(S2448)')	0.3439	-0.62883
(' 1015', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	-0.1451	-0.99657
(' 1016', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-p70S6K(T389)')	-0.023373	-1.0643
(' 1017', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-S6(S235/236)')	-2.041	-0.76562
(' 1018', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-AMPK(T172)')	-0.239	-0.81137
(' 1019', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')	-0.051908	-0.75282
(' 1020', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: Total c-Jun')	0.87431	-0.56076
(' 1021', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-cJun(S63)')	-1.3504	-1.2608
(' 1022', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-0.26787	-0.72097
(' 1023', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-HSP27(S82)')	0.35792	-0.7563
(' 1024', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-NFKB(S536)')	0.81378	-0.39216
(' 1025', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: Bim')	-1.5283	-1.7527
(' 1026', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: cPARP')	-0.19911	-0.73071
(' 1027', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p-Histone H3(S10)')	2.9742	0.30514
(' 1028', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 24', 'variable: p27 Kip1')	1.458	-0.49127
(' 1029', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: pMEK(S217/221)')	4.3053	-1.3982
(' 1030', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: pERK(T202/Y204)')	6.5232	0.49083
(' 1031', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-p90RSK(S380)')	1.8977	-0.21464
(' 1032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-p90RSK(T573)')	0.94518	-0.46261
(' 1033', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-AKT(T308)')	1.0658	-0.35521
(' 1034', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-AKT(S473)')	-0.78004	-1.2518
(' 1035', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-mTOR(S2448)')	1.8351	-0.47641
(' 1036', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	2.0222	-0.69476
(' 1037', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-p70S6K(T389)')	2.0722	-0.87907
(' 1038', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-S6(S235/236)')	-0.20173	-0.68676
(' 1039', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-AMPK(T172)')	1.3227	-0.55608
(' 1040', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	2.0094	-0.29951
(' 1041', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: Total c-Jun')	1.109	-0.77966
(' 1042', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-cJun(S63)')	-0.84384	-1.2478
(' 1043', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	1.9173	-0.39802
(' 1044', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-HSP27(S82)')	1.2899	-0.5588
(' 1045', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-NFKB(S536)')	2.6937	-0.1182
(' 1046', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: Bim')	0.90142	-1.3147
(' 1047', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: cPARP')	2.2413	-0.34061
(' 1048', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p-Histone H3(S10)')	7.0318	1.4129
(' 1049', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: 48', 'variable: p27 Kip1')	1.526	-0.65452
(' 1050', 'clName: C32', 'clCenterSpecificID: 50112', 'timePoint: avg(48,72)', 'variable: Viability')	4.866	1.5459
(' 1051', 'clName: COLO 858', 'clCenterSpecificID: 50149', 'timePoint: avg(48,72)', 'variable: Viability')	5.0488	0.60826
(' 1052', 'clName: K2', 'clCenterSpecificID: 51100', 'timePoint: 48', 'variable: Viability')	4.0463	1.4613
(' 1053', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: avg(48,72)', 'variable: Viability')	3.5337	2.2044
(' 1054', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: avg(48,72)', 'variable: Viability')	4.9749	1.0436
(' 1055', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: avg(48,72)', 'variable: Viability')	4.961	1.1822
(' 1056', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: avg(48,72)', 'variable: Viability')	4.9789	0.83992
(' 1057', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: avg(48,72)', 'variable: Viability')	4.6809	1.3334
(' 1058', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: avg(48,72)', 'variable: Viability')	4.241	2.1574
(' 1059', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'timePoint: avg(48,72)', 'variable: Viability')	4.8996	1.3502
