	('totalCellCountBeforeTreatment 0',)	('totalCellCountAfterTreatment 1',)	('totalControlCellCount 2',)	('relativeCellCount 3',)	('normalizedGrowthRateInhibitionValue 4',)
('PD0325901 3025', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C03')	2543.0	4756.0	5734.0	0.82937	0.70511
('PD0325901 3026', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C03')	2543.0	4425.0	5761.0	0.76804	0.59907
('PD0325901 3027', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C03')	2543.0	5153.0	5760.0	0.89448	0.81959
('PD0325901 3028', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E02')	2543.0	4034.0	5258.0	0.76709	0.5529
('PD0325901 3029', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E02')	2543.0	3902.0	5438.0	0.71752	0.47752
('PD0325901 3030', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E02')	2543.0	3851.0	5557.0	0.69296	0.44465
('PD0325901 3031', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C02')	2543.0	3944.0	5734.0	0.68777	0.45356
('PD0325901 3032', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C02')	2543.0	3260.0	5761.0	0.56583	0.23418
('PD0325901 3033', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C02')	2543.0	3711.0	5760.0	0.64417	0.37752
('PD0325901 3034', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: E01')	2543.0	2875.0	5258.0	0.5467	0.12403
('PD0325901 3035', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: E01')	2543.0	3181.0	5438.0	0.58494	0.22632
('PD0325901 3036', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: E01')	2543.0	3300.0	5557.0	0.59381	0.25977
('PD0325901 3037', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: C01')	2543.0	3236.0	5734.0	0.5643	0.22792
('PD0325901 3038', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: C01')	2543.0	1699.0	5761.0	0.29489	-0.28968
('PD0325901 3039', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PD0325901', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: C01')	2543.0	2622.0	5760.0	0.45514	0.02612
('Geldanamycin 3040', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O06')	2543.0	2313.0	5258.0	0.43983	-0.086647
('Geldanamycin 3041', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O06')	2543.0	2324.0	5438.0	0.42735	-0.079011
('Geldanamycin 3042', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O06')	2543.0	2152.0	5557.0	0.38723	-0.13775
('Geldanamycin 3043', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O06')	2543.0	2249.0	5734.0	0.39219	-0.099589
('Geldanamycin 3044', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O06')	2543.0	2204.0	5761.0	0.38254	-0.11435
('Geldanamycin 3045', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O06')	2543.0	2441.0	5760.0	0.42372	-0.034259
('Geldanamycin 3046', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O05')	2543.0	2154.0	5258.0	0.40959	-0.14666
('Geldanamycin 3047', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O05')	2543.0	2167.0	5438.0	0.39848	-0.13594
('Geldanamycin 3048', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O05')	2543.0	1900.0	5557.0	0.34189	-0.22792
('Geldanamycin 3049', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O05')	2543.0	2105.0	5734.0	0.36708	-0.14898
('Geldanamycin 3050', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O05')	2543.0	1682.0	5761.0	0.29194	-0.29571
('Geldanamycin 3051', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O05')	2543.0	2000.0	5760.0	0.34717	-0.18437
('Geldanamycin 3052', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O04')	2543.0	2170.0	5258.0	0.41264	-0.14061
('Geldanamycin 3053', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O04')	2543.0	2014.0	5438.0	0.37035	-0.19176
('Geldanamycin 3054', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O04')	2543.0	2012.0	5557.0	0.36204	-0.18769
('Geldanamycin 3055', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O04')	2543.0	2101.0	5734.0	0.36638	-0.15036
('Geldanamycin 3056', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O04')	2543.0	2089.0	5761.0	0.36258	-0.15369
('Geldanamycin 3057', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O04')	2543.0	2307.0	5760.0	0.40046	-0.079398
('Geldanamycin 3058', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O03')	2543.0	2398.0	5258.0	0.45599	-0.054645
('Geldanamycin 3059', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O03')	2543.0	1970.0	5438.0	0.36226	-0.20788
('Geldanamycin 3060', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O03')	2543.0	2156.0	5557.0	0.38795	-0.13633
('Geldanamycin 3061', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O03')	2543.0	2292.0	5734.0	0.39969	-0.084931
('Geldanamycin 3062', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O03')	2543.0	2410.0	5761.0	0.4183	-0.044662
('Geldanamycin 3063', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O03')	2543.0	2411.0	5760.0	0.41851	-0.044332
('Geldanamycin 3064', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O02')	2543.0	1673.0	5258.0	0.31813	-0.3295
('Geldanamycin 3065', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O02')	2543.0	1758.0	5438.0	0.32327	-0.28602
('Geldanamycin 3066', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O02')	2543.0	1736.0	5557.0	0.31238	-0.28732
('Geldanamycin 3067', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O02')	2543.0	1711.0	5734.0	0.29837	-0.28681
('Geldanamycin 3068', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O02')	2543.0	1358.0	5761.0	0.23571	-0.41254
('Geldanamycin 3069', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O02')	2543.0	1659.0	5760.0	0.28798	-0.30391
('Geldanamycin 3070', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 1', 'assayWell: O01')	2543.0	1017.0	5258.0	0.19339	-0.58302
('Geldanamycin 3071', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 2', 'assayWell: O01')	2543.0	1216.0	5438.0	0.22361	-0.48989
('Geldanamycin 3072', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6', 'replicate: 3', 'assayWell: O01')	2543.0	1127.0	5557.0	0.20279	-0.51415
('Geldanamycin 3073', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: O01')	2543.0	890.0	5734.0	0.1552	-0.59151
('Geldanamycin 3074', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: O01')	2543.0	578.0	5761.0	0.10032	-0.71523
('Geldanamycin 3075', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: Geldanamycin', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: O01')	2543.0	1045.0	5760.0	0.1814	-0.52959
('YM 201636 3076', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N12')	2543.0	6190.0	5734.0	1.0794	1.1347
('YM 201636 3077', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N12')	2543.0	6089.0	5761.0	1.0569	1.096
('YM 201636 3078', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N12')	2543.0	5884.0	5760.0	1.0214	1.0362
('YM 201636 3079', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N11')	2543.0	5958.0	5734.0	1.039	1.0663
('YM 201636 3080', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N11')	2543.0	5981.0	5761.0	1.0381	1.0644
('YM 201636 3081', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N11')	2543.0	5919.0	5760.0	1.0275	1.0465
('YM 201636 3082', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N10')	2543.0	5666.0	5734.0	0.98805	0.97961
('YM 201636 3083', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N10')	2543.0	5874.0	5761.0	1.0195	1.0331
('YM 201636 3084', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N10')	2543.0	5837.0	5760.0	1.0132	1.0224
('YM 201636 3085', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N09')	2543.0	5201.0	5734.0	0.90697	0.84023
('YM 201636 3086', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N09')	2543.0	5495.0	5761.0	0.95376	0.92132
('YM 201636 3087', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N09')	2543.0	5585.0	5760.0	0.96947	0.94812
('YM 201636 3088', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N08')	2543.0	4898.0	5734.0	0.85413	0.74842
('YM 201636 3089', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N08')	2543.0	5106.0	5761.0	0.88624	0.80538
('YM 201636 3090', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N08')	2543.0	5012.0	5760.0	0.87001	0.77728
('YM 201636 3091', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: N07')	2543.0	3084.0	5734.0	0.5378	0.17857
('YM 201636 3092', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: N07')	2543.0	2764.0	5761.0	0.47974	0.073035
('YM 201636 3093', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: YM 201636', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: N07')	2543.0	3187.0	5760.0	0.55322	0.21074
('TWS119 3094', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M06')	2543.0	6114.0	5734.0	1.0662	1.1123
('TWS119 3095', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M06')	2543.0	5711.0	5761.0	0.99125	0.98515
('TWS119 3096', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M06')	2543.0	6009.0	5760.0	1.0431	1.0728
('TWS119 3097', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M05')	2543.0	5685.0	5734.0	0.99137	0.98527
('TWS119 3098', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M05')	2543.0	5273.0	5761.0	0.91522	0.85531
('TWS119 3099', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M05')	2543.0	5458.0	5760.0	0.94743	0.91049
('TWS119 3100', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M04')	2543.0	5834.0	5734.0	1.0174	1.0295
('TWS119 3101', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M04')	2543.0	6333.0	5761.0	1.0992	1.167
('TWS119 3102', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M04')	2543.0	6079.0	5760.0	1.0552	1.0933
('TWS119 3103', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M03')	2543.0	6014.0	5734.0	1.0487	1.0828
('TWS119 3104', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M03')	2543.0	6092.0	5761.0	1.0574	1.0969
('TWS119 3105', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M03')	2543.0	5827.0	5760.0	1.0115	1.0195
('TWS119 3106', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M02')	2543.0	4035.0	5734.0	0.70364	0.4821
('TWS119 3107', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M02')	2543.0	3081.0	5761.0	0.53476	0.17649
('TWS119 3108', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M02')	2543.0	4261.0	5760.0	0.73965	0.54877
('TWS119 3109', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: M01')	2543.0	1300.0	5734.0	0.2267	-0.43574
('TWS119 3110', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: M01')	2543.0	901.0	5761.0	0.15638	-0.58511
('TWS119 3111', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: TWS119', 'cell_clName: SK-BR-3', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: M01')	2543.0	1240.0	5760.0	0.21525	-0.45615
('PF477736 3112', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PF477736', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J24')	2543.0	1966.0	5734.0	0.34284	-0.19713
('PF477736 3113', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PF477736', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J24')	2543.0	1731.0	5761.0	0.30045	-0.27836
('PF477736 3114', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PF477736', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J24')	2543.0	1992.0	5760.0	0.34578	-0.18714
('PF477736 3115', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PF477736', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J23')	2543.0	1521.0	5734.0	0.26524	-0.35491
('PF477736 3116', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PF477736', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J23')	2543.0	1658.0	5761.0	0.28778	-0.30424
('PF477736 3117', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PF477736', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5', 'replicate: 3', 'assayWell: J23')	2543.0	1778.0	5760.0	0.30863	-0.26181
('PF477736 3118', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PF477736', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 1', 'assayWell: J22')	2543.0	1426.0	5734.0	0.24867	-0.38943
('PF477736 3119', 'smallmolecule_smSalt: 101.0', 'smallmolecule_smName: PF477736', 'cell_clName: SK-BR-3', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5', 'replicate: 2', 'assayWell: J22')	2543.0	1644.0	5761.0	0.28535	-0.30922
