	('meanRelativeCellCountAfterTreatment 0',)	('standardErroroftheMeanforRelativeCellCountAfterTreatment 1',)	('meanRelativeGrowthRateAfterTreatment 2',)	('standardErroroftheMeanforRelativeGrowthRateAfterTreatment 3',)
('335342 346', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.88951	0.0039813	0.83982	0.0072068
('335343 347', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.15361	0.032662	-0.22819	0.070057
('335344 348', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.21293	0.032273	-0.14022	0.046295
('335345 349', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.34696	0.048515	0.056377	0.05244
('335346 350', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.63393	0.041536	0.47173	0.050608
('335347 351', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.45753	0.06406	0.21737	0.078506
('335348 352', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.33967	0.031017	0.044433	0.031617
('335349 353', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.79918	0.016803	0.70993	0.018883
('335350 354', 'smCenterCompoundID: 10067', 'smSalt: 101', 'smLincsID: LSM-1067', 'smName: AZD1152-HQPA', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.44307	0.027353	0.19128	0.056532
('335351 355', 'smCenterCompoundID: 10041', 'smSalt: 101', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.23233	0.031347	-0.11409	0.066389
('335352 356', 'smCenterCompoundID: 10028', 'smSalt: 102', 'smLincsID: LSM-1028', 'smName: BMS345541', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.85887	0.059159	0.79839	0.081991
('335353 357', 'smCenterCompoundID: 10132', 'smSalt: 101', 'smLincsID: LSM-1132', 'smName: BMS-387032', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.16334	0.02842	-0.21414	0.066096
('335354 358', 'smCenterCompoundID: 10234', 'smSalt: 101', 'smLincsID: LSM-4257', 'smName: GDC-0980', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.24225	0.010867	-0.0978	0.018436
('335355 359', 'smCenterCompoundID: 10122', 'smSalt: 101', 'smLincsID: LSM-1122', 'smName: NVP-AEW541', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1.0202	0.017737	1.0303	0.026505
('335356 360', 'smCenterCompoundID: 10046', 'smSalt: 101', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1.0037	0.015166	1.0049	0.021511
('335357 361', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.99121	0.032782	0.9889	0.047195
('335358 362', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.95479	0.044266	0.9319	0.066552
('335359 363', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.65809	0.058081	0.50759	0.075325
('335360 364', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.29067	0.022955	-0.029228	0.053692
('335361 365', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.23204	0.061397	-0.10949	0.06821
('335362 366', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.59135	0.04558	0.41026	0.056329
('335363 367', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.92641	0.053956	0.89632	0.076627
('335364 368', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.70202	0.085959	0.57268	0.11694
('335365 369', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.45339	0.059654	0.20873	0.082787
('335366 370', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.77152	0.10008	0.67371	0.13889
('335367 371', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.33909	0.023842	0.040795	0.05438
('335368 372', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.95473	0.013136	0.93508	0.018235
('335369 373', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.31654	0.0061872	0.0096875	0.017027
('335370 374', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.96414	0.016749	0.94883	0.023818
('335371 375', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.83278	0.02695	0.75909	0.034737
('335372 376', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.48653	0.17458	0.26591	0.24134
('335373 377', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.18411	0.048388	-0.18415	0.087544
('335374 378', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.14363	0.025421	-0.24217	0.058339
('335375 379', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.98291	0.047263	0.97765	0.068037
('335376 380', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.85186	0.019373	0.78639	0.024529
('335377 381', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1.0347	0.0059653	1.0504	0.008687
('335378 382', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.80326	0.0095511	0.7147	0.016608
('335379 383', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.8065	0.025668	0.72065	0.033734
('335380 384', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.34273	0.027818	0.047945	0.038475
('335381 385', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.29295	0.021824	-0.02351	0.015555
('335382 386', 'smCenterCompoundID: 10127', 'smSalt: 101', 'smLincsID: LSM-1127', 'smName: Dovitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.48895	0.034758	0.26085	0.04003
('335383 387', 'smCenterCompoundID: 10069', 'smSalt: 101', 'smLincsID: LSM-1069', 'smName: Enzastaurin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1.0799	0.040615	1.115	0.057764
('335384 388', 'smCenterCompoundID: 10097', 'smSalt: 101', 'smLincsID: LSM-1097', 'smName: Erlotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.87504	0.017669	0.81964	0.022809
('335385 389', 'smCenterCompoundID: 10157', 'smSalt: 101', 'smLincsID: LSM-1158', 'smName: Foretinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.30572	0.023432	-0.0075447	0.054735
('335386 390', 'smCenterCompoundID: 10040', 'smSalt: 101', 'smLincsID: LSM-1040', 'smName: R406', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.9559	0.02545	0.93677	0.035604
('335387 391', 'smCenterCompoundID: 10047', 'smSalt: 101', 'smLincsID: LSM-1047', 'smName: GDC-0941', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.45733	0.081522	0.21826	0.10405
('335388 392', 'smCenterCompoundID: 10098', 'smSalt: 101', 'smLincsID: LSM-1098', 'smName: Gefitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.90678	0.039493	0.86697	0.054856
('335389 393', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.2881	0.030791	-0.032658	0.058679
('335390 394', 'smCenterCompoundID: 10108', 'smSalt: 101', 'smLincsID: LSM-1108', 'smName: Geldanamycin', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.28113	0.031647	-0.042573	0.057992
('335391 395', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.19175	0.018437	-0.17103	0.029746
('335392 396', 'smCenterCompoundID: 10172', 'smSalt: 101', 'smLincsID: LSM-1173', 'smName: GSK1059615', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.21718	0.015672	-0.1349	0.039051
('335393 397', 'smCenterCompoundID: 10134', 'smSalt: 101', 'smLincsID: LSM-1134', 'smName: GSK1904529A', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.92874	0.023614	0.89774	0.032366
('335394 398', 'smCenterCompoundID: 10146', 'smSalt: 101', 'smLincsID: LSM-1147', 'smName: GSK2126458', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.17886	0.023193	-0.18958	0.033764
('335395 399', 'smCenterCompoundID: 10128', 'smSalt: 101', 'smLincsID: LSM-1128', 'smName: GSK 690693', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.63623	0.057606	0.47505	0.075607
('335396 400', 'smCenterCompoundID: 10014', 'smSalt: 101', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.30986	0.048197	0.0025382	0.052055
('335397 401', 'smCenterCompoundID: 10015', 'smSalt: 101', 'smLincsID: LSM-5982', 'smName: HG-5-113-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.69591	0.014917	0.55848	0.030239
('335398 402', 'smCenterCompoundID: 10016', 'smSalt: 101', 'smLincsID: LSM-5245', 'smName: HG-5-88-01', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.88994	0.012159	0.84088	0.015829
('335399 403', 'smCenterCompoundID: 10023', 'smSalt: 103', 'smLincsID: LSM-1023', 'smName: Imatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.99737	0.014051	0.99562	0.020638
('335400 404', 'smCenterCompoundID: 10100', 'smSalt: 101', 'smLincsID: LSM-36386', 'smName: JNK-9L', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.44215	0.14587	0.20004	0.19886
('335401 405', 'smCenterCompoundID: 10019', 'smSalt: 101', 'smLincsID: LSM-5674', 'smName: JW-7-24-1', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.78884	0.084979	0.69832	0.11767
('335402 406', 'smCenterCompoundID: 10051', 'smSalt: 104', 'smLincsID: LSM-1051', 'smName: Lapatinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.97117	0.032499	0.95997	0.047255
('335403 407', 'smCenterCompoundID: 10115', 'smSalt: 102', 'smLincsID: LSM-1115', 'smName: LDN-193189', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.73301	0.094734	0.61557	0.1313
('335404 408', 'smCenterCompoundID: 10182', 'smSalt: 101', 'smLincsID: LSM-1183', 'smName: Linifanib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1.0427	0.012978	1.062	0.018776
('335405 409', 'smCenterCompoundID: 10135', 'smSalt: 101', 'smLincsID: LSM-1135', 'smName: Linsitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.95033	0.027512	0.92911	0.039293
('335406 410', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.21162	0.034098	-0.14401	0.068897
('335407 411', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.21306	0.030245	-0.14171	0.062849
('335408 412', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.66488	0.080517	0.51894	0.10841
('335409 413', 'smCenterCompoundID: 10018', 'smSalt: 101', 'smLincsID: LSM-1018', 'smName: Neratinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.64187	0.05411	0.48325	0.07035
('335410 414', 'smCenterCompoundID: 10099', 'smSalt: 101', 'smLincsID: LSM-1099', 'smName: Nilotinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1.0123	0.021879	1.0184	0.031882
('335411 415', 'smCenterCompoundID: 10151', 'smSalt: 101', 'smLincsID: LSM-1152', 'smName: BIBF-1120', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.85465	0.046442	0.79168	0.063533
('335412 416', 'smCenterCompoundID: 10061', 'smSalt: 101', 'smLincsID: LSM-1061', 'smName: NU7441', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.98278	0.022095	0.97395	0.033008
('335413 417', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.34266	0.0086192	0.047531	0.018729
('335414 418', 'smCenterCompoundID: 10024', 'smSalt: 101', 'smLincsID: LSM-1024', 'smName: NVP-TAE684', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.84331	0.064644	0.77659	0.091099
('335415 419', 'smCenterCompoundID: 10071', 'smSalt: 101', 'smLincsID: LSM-1071', 'smName: PD0332991', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.47604	0.042654	0.2431	0.047542
('335416 420', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.79194	0.080702	0.70168	0.11139
('335417 421', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.74096	0.060316	0.62718	0.081068
('335418 422', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	1.0977	0.03257	1.1417	0.046593
('335419 423', 'smCenterCompoundID: 10048', 'smSalt: 101', 'smLincsID: LSM-1048', 'smName: PD184352', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	1.0053	0.0021659	1.0077	0.0030792
('335420 424', 'smCenterCompoundID: 10159', 'smSalt: 101', 'smLincsID: LSM-1160', 'smName: Pelitinib', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.76745	0.017942	0.66342	0.02343
('335421 425', 'smCenterCompoundID: 10116', 'smSalt: 101', 'smLincsID: LSM-1116', 'smName: PF431396', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.37836	0.029147	0.098191	0.054442
('335422 426', 'smCenterCompoundID: 10112', 'smSalt: 101', 'smLincsID: LSM-1112', 'smName: PF477736', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.95873	0.013272	0.93961	0.019982
('335423 427', 'smCenterCompoundID: 10072', 'smSalt: 101', 'smLincsID: LSM-1072', 'smName: PF562271', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.6654	0.065082	0.51887	0.086115
('335424 428', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.99742	0.019367	0.99564	0.028231
('335425 429', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.37076	0.050953	0.09098	0.056776
('335426 430', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.36555	0.070539	0.084645	0.085519
('335427 431', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.91614	0.075895	0.88114	0.10681
('335428 432', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.63253	0.077762	0.47197	0.10404
('335429 433', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.35102	0.085373	0.064416	0.10664
('335430 434', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.2978	0.030481	-0.019184	0.063528
('335431 435', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.30641	0.031647	-0.006812	0.065395
('335432 436', 'smCenterCompoundID: 10001', 'smSalt: 101', 'smLincsID: LSM-1001', 'smName: (R)- Roscovitine', 'clName: BT-20', 'clCenterSpecificID: 50105', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.88217	0.043057	0.83172	0.059823
